id;user_id;place_id;first_checkin_at;last_checkin_at;count_checkins;created_at;deleted_at;visited_at;updated_at
16;2757;4;08/03/2020 21:05;08/03/2020 21:05;1;12/03/2020 12:42;NULL;08/03/2020 21:05;12/03/2020 12:42
17;2757;39;08/03/2020 18:44;08/03/2020 18:44;1;12/03/2020 12:42;NULL;08/03/2020 18:44;12/03/2020 12:42
18;5855;4;08/03/2020 00:05;08/03/2020 00:05;1;12/03/2020 12:42;NULL;08/03/2020 00:05;12/03/2020 12:42
19;5855;4;07/03/2020 21:54;07/03/2020 23:14;2;12/03/2020 12:42;NULL;07/03/2020 21:54;12/03/2020 12:42
20;2961;65;07/03/2020 22:14;07/03/2020 22:55;2;12/03/2020 12:42;NULL;07/03/2020 22:14;12/03/2020 12:42
21;5559;4;07/03/2020 20:42;07/03/2020 22:48;3;12/03/2020 12:42;NULL;07/03/2020 20:42;12/03/2020 12:42
22;5980;142;07/03/2020 22:14;07/03/2020 22:19;2;12/03/2020 12:42;NULL;07/03/2020 22:14;12/03/2020 12:42
23;6638;142;07/03/2020 22:18;07/03/2020 22:18;1;12/03/2020 12:42;NULL;07/03/2020 22:18;12/03/2020 12:42
24;6639;142;07/03/2020 22:17;07/03/2020 22:17;1;12/03/2020 12:42;NULL;07/03/2020 22:17;12/03/2020 12:42
25;5119;39;07/03/2020 20:42;07/03/2020 22:11;2;12/03/2020 12:42;NULL;07/03/2020 20:42;12/03/2020 12:42
26;5303;142;07/03/2020 19:51;07/03/2020 22:01;2;12/03/2020 12:42;NULL;07/03/2020 19:51;12/03/2020 12:42
27;6631;142;07/03/2020 20:37;07/03/2020 21:26;3;12/03/2020 12:42;NULL;07/03/2020 20:37;12/03/2020 12:42
