id;user_id;place_id;first_checkin_at;last_checkin_at;count_checkins;created_at;deleted_at;visited_at;updated_at
3952;21044;4;11/08/2021 18:37;11/08/2021 18:37;1;11/08/2021 18:37;NULL;11/08/2021 18:37;11/08/2021 18:37
3953;10556;27;11/08/2021 18:47;11/08/2021 18:47;1;11/08/2021 18:47;NULL;11/08/2021 18:47;11/08/2021 18:47
3954;24603;4;11/08/2021 18:52;11/08/2021 19:31;3;11/08/2021 18:52;NULL;11/08/2021 18:52;11/08/2021 19:31
3955;8554;45;11/08/2021 19:36;11/08/2021 19:36;1;11/08/2021 19:36;NULL;11/08/2021 19:36;11/08/2021 19:36
3956;80;18;11/08/2021 19:45;11/08/2021 19:45;1;11/08/2021 19:45;NULL;11/08/2021 19:45;11/08/2021 19:45
3957;6646;70;11/08/2021 20:00;11/08/2021 20:00;1;11/08/2021 20:00;NULL;11/08/2021 20:00;11/08/2021 20:00
3958;12208;357;11/08/2021 20:22;11/08/2021 20:27;2;11/08/2021 20:22;NULL;11/08/2021 20:22;11/08/2021 20:27
3959;26117;361;11/08/2021 20:49;11/08/2021 20:49;1;11/08/2021 20:49;NULL;11/08/2021 20:49;11/08/2021 20:49
3960;12208;148;11/08/2021 20:59;11/08/2021 20:59;2;11/08/2021 20:58;NULL;11/08/2021 20:59;11/08/2021 20:59
3961;2961;4;11/08/2021 21:10;11/08/2021 21:21;2;11/08/2021 21:10;NULL;11/08/2021 21:10;11/08/2021 21:21
3962;3680;380;11/08/2021 21:26;11/08/2021 21:26;1;11/08/2021 21:26;NULL;11/08/2021 21:26;11/08/2021 21:26
3963;25606;4;11/08/2021 21:48;11/08/2021 23:49;3;11/08/2021 21:48;NULL;11/08/2021 21:48;11/08/2021 23:49
3964;23719;6562;11/08/2021 23:27;11/08/2021 23:27;1;11/08/2021 23:27;NULL;11/08/2021 23:27;11/08/2021 23:27
3965;4417;267;12/08/2021 15:45;12/08/2021 15:45;1;12/08/2021 15:45;NULL;12/08/2021 15:45;12/08/2021 15:45
3966;26187;187;12/08/2021 15:46;12/08/2021 15:46;1;12/08/2021 15:46;NULL;12/08/2021 15:46;12/08/2021 15:46
3967;25688;147;12/08/2021 16:10;12/08/2021 16:10;1;12/08/2021 16:10;NULL;12/08/2021 16:10;12/08/2021 16:10
3968;2876;18;12/08/2021 17:01;12/08/2021 17:01;1;12/08/2021 17:01;NULL;12/08/2021 17:01;12/08/2021 17:01
3969;14974;380;12/08/2021 17:15;12/08/2021 17:15;1;12/08/2021 17:15;NULL;12/08/2021 17:15;12/08/2021 17:15
3970;19302;65;12/08/2021 17:22;12/08/2021 17:22;1;12/08/2021 17:22;NULL;12/08/2021 17:22;12/08/2021 17:22
3971;11288;41;12/08/2021 17:35;12/08/2021 17:35;1;12/08/2021 17:35;NULL;12/08/2021 17:35;12/08/2021 17:35
3972;5264;261;12/08/2021 17:41;12/08/2021 17:41;1;12/08/2021 17:41;NULL;12/08/2021 17:41;12/08/2021 17:41
3973;1951;3935;12/08/2021 17:41;12/08/2021 17:41;1;12/08/2021 17:41;NULL;12/08/2021 17:41;12/08/2021 17:41
3974;26100;18;12/08/2021 18:23;12/08/2021 18:29;2;12/08/2021 18:23;NULL;12/08/2021 18:23;12/08/2021 18:29
3975;8238;380;12/08/2021 18:31;12/08/2021 18:31;1;12/08/2021 18:31;NULL;12/08/2021 18:31;12/08/2021 18:31
3976;4292;380;12/08/2021 18:32;12/08/2021 18:32;1;12/08/2021 18:32;NULL;12/08/2021 18:32;12/08/2021 18:32
3977;12352;257;12/08/2021 19:15;12/08/2021 19:28;3;12/08/2021 19:15;NULL;12/08/2021 19:15;12/08/2021 19:28
3978;25161;257;12/08/2021 19:18;12/08/2021 19:18;1;12/08/2021 19:18;NULL;12/08/2021 19:18;12/08/2021 19:18
3979;26203;2756;12/08/2021 19:30;12/08/2021 19:30;1;12/08/2021 19:30;NULL;12/08/2021 19:30;12/08/2021 19:30
3980;2961;4;12/08/2021 19:30;12/08/2021 19:30;1;12/08/2021 19:30;NULL;12/08/2021 19:30;12/08/2021 19:30
3981;6167;35;12/08/2021 19:39;12/08/2021 19:39;1;12/08/2021 19:39;NULL;12/08/2021 19:39;12/08/2021 19:39
3982;26203;3928;12/08/2021 19:44;12/08/2021 19:44;1;12/08/2021 19:44;NULL;12/08/2021 19:44;12/08/2021 19:44
3983;372;380;12/08/2021 20:09;12/08/2021 20:09;1;12/08/2021 20:09;NULL;12/08/2021 20:09;12/08/2021 20:09
3984;26205;380;12/08/2021 20:39;12/08/2021 20:39;1;12/08/2021 20:39;NULL;12/08/2021 20:39;12/08/2021 20:39
3985;2961;139;12/08/2021 21:10;12/08/2021 21:10;1;12/08/2021 21:10;NULL;12/08/2021 21:10;12/08/2021 21:10
3986;25987;18;12/08/2021 21:52;12/08/2021 22:58;4;12/08/2021 21:52;NULL;12/08/2021 21:52;12/08/2021 22:58
3987;25154;3947;12/08/2021 21:54;12/08/2021 21:54;1;12/08/2021 21:54;NULL;12/08/2021 21:54;12/08/2021 21:54
3988;24869;367;12/08/2021 22:16;12/08/2021 22:16;1;12/08/2021 22:16;NULL;12/08/2021 22:16;12/08/2021 22:16
3989;24869;417;12/08/2021 22:16;12/08/2021 22:16;1;12/08/2021 22:16;NULL;12/08/2021 22:16;12/08/2021 22:16
3990;26210;18;12/08/2021 22:23;12/08/2021 22:23;1;12/08/2021 22:23;NULL;12/08/2021 22:23;12/08/2021 22:23
3991;25161;38;13/08/2021 11:58;13/08/2021 11:58;1;13/08/2021 11:58;NULL;13/08/2021 11:58;13/08/2021 11:58
3992;7336;147;13/08/2021 13:13;13/08/2021 13:13;1;13/08/2021 13:13;NULL;13/08/2021 13:13;13/08/2021 13:13
3993;25549;1965;13/08/2021 13:59;13/08/2021 13:59;1;13/08/2021 13:59;NULL;13/08/2021 13:59;13/08/2021 13:59
3994;25987;18;13/08/2021 15:04;13/08/2021 15:04;2;13/08/2021 15:04;NULL;13/08/2021 15:04;13/08/2021 15:04
3995;306;35;13/08/2021 16:16;13/08/2021 16:16;1;13/08/2021 16:16;NULL;13/08/2021 16:16;13/08/2021 16:16
3996;3253;18;13/08/2021 17:10;13/08/2021 17:10;1;13/08/2021 17:10;NULL;13/08/2021 17:10;13/08/2021 17:10
3997;25164;380;13/08/2021 17:17;13/08/2021 17:17;1;13/08/2021 17:17;NULL;13/08/2021 17:17;13/08/2021 17:17
3998;25166;154;13/08/2021 17:33;13/08/2021 17:33;1;13/08/2021 17:33;NULL;13/08/2021 17:33;13/08/2021 17:33
3999;22822;91;13/08/2021 17:44;13/08/2021 17:44;1;13/08/2021 17:44;NULL;13/08/2021 17:44;13/08/2021 17:44
4000;19302;257;13/08/2021 18:15;13/08/2021 18:15;2;13/08/2021 18:15;NULL;13/08/2021 18:15;13/08/2021 18:15
4001;19740;18;13/08/2021 18:36;13/08/2021 18:36;2;13/08/2021 18:36;NULL;13/08/2021 18:36;13/08/2021 18:36
4002;25564;93;13/08/2021 18:43;13/08/2021 18:43;1;13/08/2021 18:43;NULL;13/08/2021 18:43;13/08/2021 18:43
4003;25255;93;13/08/2021 18:44;13/08/2021 18:44;1;13/08/2021 18:44;NULL;13/08/2021 18:44;13/08/2021 18:44
4004;19286;93;13/08/2021 18:56;13/08/2021 18:56;1;13/08/2021 18:56;NULL;13/08/2021 18:56;13/08/2021 18:56
4005;24978;380;13/08/2021 19:06;13/08/2021 20:03;2;13/08/2021 19:06;NULL;13/08/2021 19:06;13/08/2021 20:03
4006;21248;380;13/08/2021 19:06;13/08/2021 19:06;1;13/08/2021 19:06;NULL;13/08/2021 19:06;13/08/2021 19:06
4007;3896;380;13/08/2021 19:07;13/08/2021 19:07;1;13/08/2021 19:07;NULL;13/08/2021 19:07;13/08/2021 19:07
4008;12029;380;13/08/2021 19:10;13/08/2021 19:10;1;13/08/2021 19:10;NULL;13/08/2021 19:10;13/08/2021 19:10
4009;26012;380;13/08/2021 19:42;13/08/2021 19:42;1;13/08/2021 19:42;NULL;13/08/2021 19:42;13/08/2021 19:42
4010;12754;3931;13/08/2021 19:46;13/08/2021 19:46;1;13/08/2021 19:46;NULL;13/08/2021 19:46;13/08/2021 19:46
4011;11352;93;13/08/2021 20:59;13/08/2021 20:59;1;13/08/2021 20:59;NULL;13/08/2021 20:59;13/08/2021 20:59
4012;26078;380;13/08/2021 21:42;13/08/2021 22:48;2;13/08/2021 21:42;NULL;13/08/2021 21:42;13/08/2021 22:48
4013;19662;39;13/08/2021 23:13;13/08/2021 23:13;1;13/08/2021 23:13;NULL;13/08/2021 23:13;13/08/2021 23:13
4014;21248;142;14/08/2021 14:58;14/08/2021 14:58;1;14/08/2021 14:58;NULL;14/08/2021 14:58;14/08/2021 14:58
4015;10628;380;14/08/2021 15:23;14/08/2021 15:23;1;14/08/2021 15:23;NULL;14/08/2021 15:23;14/08/2021 15:23
4016;24496;6161;14/08/2021 16:14;14/08/2021 16:14;1;14/08/2021 16:14;NULL;14/08/2021 16:14;14/08/2021 16:14
4017;26210;18;14/08/2021 17:01;14/08/2021 17:01;2;14/08/2021 17:01;NULL;14/08/2021 17:01;14/08/2021 17:01
4018;25987;18;14/08/2021 17:01;14/08/2021 17:01;1;14/08/2021 17:01;NULL;14/08/2021 17:01;14/08/2021 17:01
4019;25837;1055;14/08/2021 17:24;14/08/2021 17:24;1;14/08/2021 17:24;NULL;14/08/2021 17:24;14/08/2021 17:24
4020;22769;380;14/08/2021 17:29;14/08/2021 17:29;1;14/08/2021 17:29;NULL;14/08/2021 17:29;14/08/2021 17:29
4021;2130;29;14/08/2021 17:38;14/08/2021 17:38;1;14/08/2021 17:38;NULL;14/08/2021 17:38;14/08/2021 17:38
4022;26280;93;14/08/2021 17:44;14/08/2021 18:32;5;14/08/2021 17:44;NULL;14/08/2021 17:44;14/08/2021 18:32
4023;5946;1335;14/08/2021 17:48;14/08/2021 17:48;1;14/08/2021 17:48;NULL;14/08/2021 17:48;14/08/2021 17:48
4024;25161;34;14/08/2021 17:53;14/08/2021 17:53;1;14/08/2021 17:53;NULL;14/08/2021 17:53;14/08/2021 17:53
4025;3347;380;14/08/2021 17:54;14/08/2021 17:54;1;14/08/2021 17:54;NULL;14/08/2021 17:54;14/08/2021 17:54
4026;26283;93;14/08/2021 18:18;14/08/2021 18:18;1;14/08/2021 18:18;NULL;14/08/2021 18:18;14/08/2021 18:18
4027;7267;93;14/08/2021 19:04;14/08/2021 19:04;1;14/08/2021 19:04;NULL;14/08/2021 19:04;14/08/2021 19:04
4028;25189;380;14/08/2021 19:20;14/08/2021 19:20;1;14/08/2021 19:20;NULL;14/08/2021 19:20;14/08/2021 19:20
4029;2917;380;14/08/2021 19:21;14/08/2021 19:21;1;14/08/2021 19:21;NULL;14/08/2021 19:21;14/08/2021 19:21
4030;25154;380;14/08/2021 19:21;14/08/2021 19:21;1;14/08/2021 19:21;NULL;14/08/2021 19:21;14/08/2021 19:21
4031;23521;93;14/08/2021 19:22;14/08/2021 19:22;1;14/08/2021 19:22;NULL;14/08/2021 19:22;14/08/2021 19:22
4032;19663;93;14/08/2021 19:22;14/08/2021 19:22;1;14/08/2021 19:22;NULL;14/08/2021 19:22;14/08/2021 19:22
4033;21639;380;14/08/2021 19:38;14/08/2021 19:38;1;14/08/2021 19:38;NULL;14/08/2021 19:38;14/08/2021 19:38
4034;15800;195;14/08/2021 19:39;14/08/2021 19:39;1;14/08/2021 19:39;NULL;14/08/2021 19:39;14/08/2021 19:39
4035;25168;380;14/08/2021 20:23;14/08/2021 20:23;1;14/08/2021 20:23;NULL;14/08/2021 20:23;14/08/2021 20:23
4036;26290;93;14/08/2021 21:02;14/08/2021 21:02;1;14/08/2021 21:02;NULL;14/08/2021 21:02;14/08/2021 21:02
4037;23873;18;14/08/2021 21:57;14/08/2021 21:57;1;14/08/2021 21:57;NULL;14/08/2021 21:57;14/08/2021 21:57
4038;26216;14;13/08/2021 19:00;13/08/2021 19:00;1;15/08/2021 06:54;NULL;13/08/2021 19:00;15/08/2021 06:54
4039;26216;38;13/08/2021 20:30;13/08/2021 20:30;1;15/08/2021 06:55;NULL;13/08/2021 20:30;15/08/2021 06:55
4040;246;93;15/08/2021 11:14;15/08/2021 11:14;1;15/08/2021 11:14;NULL;15/08/2021 11:14;15/08/2021 11:14
4041;24040;4;19/07/2021 14:20;19/07/2021 14:20;1;15/08/2021 11:20;NULL;19/07/2021 14:20;15/08/2021 11:20
4042;24040;148;13/08/2021 16:21;13/08/2021 16:21;1;15/08/2021 11:21;NULL;13/08/2021 16:21;15/08/2021 11:21
4043;24040;148;26/10/2020 16:35;26/10/2020 16:35;1;15/08/2021 11:22;NULL;26/10/2020 16:35;15/08/2021 11:22
4044;24040;384;11/06/2021 13:10;11/06/2021 13:10;1;15/08/2021 11:24;NULL;11/06/2021 13:10;15/08/2021 11:24
4045;24040;14;22/07/2021 17:40;22/07/2021 17:40;1;15/08/2021 11:25;NULL;22/07/2021 17:40;15/08/2021 11:25
4046;24040;14;10/08/2021 15:39;10/08/2021 15:39;1;15/08/2021 11:25;NULL;10/08/2021 15:39;15/08/2021 11:25
4047;24040;51;28/07/2021 18:02;28/07/2021 18:02;1;15/08/2021 11:28;NULL;28/07/2021 18:02;15/08/2021 11:28
4048;24040;51;06/08/2021 18:29;06/08/2021 18:29;1;15/08/2021 11:29;NULL;06/08/2021 18:29;15/08/2021 11:29
4049;24040;44;19/07/2021 18:33;19/07/2021 18:33;1;15/08/2021 11:33;NULL;19/07/2021 18:33;15/08/2021 11:33
4050;24040;377;11/06/2021 18:30;11/06/2021 18:30;1;15/08/2021 11:34;NULL;11/06/2021 18:30;15/08/2021 11:34
4051;24040;377;13/08/2021 14:34;13/08/2021 14:34;1;15/08/2021 11:35;NULL;13/08/2021 14:34;15/08/2021 11:35
4052;16265;18;15/08/2021 14:42;15/08/2021 14:42;1;15/08/2021 14:42;NULL;15/08/2021 14:42;15/08/2021 14:42
4053;26161;259;15/08/2021 15:34;15/08/2021 15:34;1;15/08/2021 15:34;NULL;15/08/2021 15:34;15/08/2021 15:34
4054;21900;39;15/08/2021 15:51;15/08/2021 15:51;1;15/08/2021 15:51;NULL;15/08/2021 15:51;15/08/2021 15:51
4055;10836;377;14/08/2021 18:00;14/08/2021 18:00;1;15/08/2021 15:56;NULL;14/08/2021 18:00;15/08/2021 15:56
4056;10836;357;14/08/2021 21:59;14/08/2021 21:59;1;15/08/2021 15:56;NULL;14/08/2021 21:59;15/08/2021 15:56
4057;10836;27;14/08/2021 16:30;14/08/2021 16:30;1;15/08/2021 15:57;NULL;14/08/2021 16:30;15/08/2021 15:57
4058;10836;385;22/10/2020 18:58;22/10/2020 18:58;1;15/08/2021 15:58;NULL;22/10/2020 18:58;15/08/2021 15:58
4059;21843;41;15/08/2021 16:41;15/08/2021 16:41;1;15/08/2021 16:41;NULL;15/08/2021 16:41;15/08/2021 16:41
4060;19662;27;15/08/2021 17:10;15/08/2021 17:10;1;15/08/2021 17:10;NULL;15/08/2021 17:10;15/08/2021 17:10
4061;988;60;15/08/2021 17:35;15/08/2021 17:35;1;15/08/2021 17:35;NULL;15/08/2021 17:35;15/08/2021 17:35
4062;12434;384;15/08/2021 17:36;15/08/2021 17:37;2;15/08/2021 17:36;NULL;15/08/2021 17:36;15/08/2021 17:37
4063;6412;6554;15/08/2021 18:03;15/08/2021 18:03;2;15/08/2021 18:03;NULL;15/08/2021 18:03;15/08/2021 18:03
4064;26280;39;15/08/2021 18:12;15/08/2021 18:12;1;15/08/2021 18:12;NULL;15/08/2021 18:12;15/08/2021 18:12
4065;20976;3664;15/08/2021 18:36;15/08/2021 18:36;1;15/08/2021 18:37;NULL;15/08/2021 18:36;15/08/2021 18:37
4066;25189;147;15/08/2021 19:23;15/08/2021 19:23;1;15/08/2021 19:23;NULL;15/08/2021 19:23;15/08/2021 19:23
4067;23372;41;15/08/2021 19:42;15/08/2021 19:42;1;15/08/2021 19:42;NULL;15/08/2021 19:42;15/08/2021 19:42
4068;19631;35;15/08/2021 21:03;15/08/2021 21:03;1;15/08/2021 21:03;NULL;15/08/2021 21:03;15/08/2021 21:03
4069;23004;3991;15/08/2021 21:46;15/08/2021 21:46;1;15/08/2021 21:46;NULL;15/08/2021 21:46;15/08/2021 21:46
4070;24253;1036;16/08/2018 15:37;16/08/2018 15:37;1;16/08/2021 13:37;NULL;16/08/2018 15:37;16/08/2021 13:37
4071;24253;197;16/02/2019 14:38;16/02/2019 14:38;1;16/08/2021 13:38;NULL;16/02/2019 14:38;16/08/2021 13:38
4072;21841;18;16/08/2021 15:46;16/08/2021 15:46;2;16/08/2021 15:46;NULL;16/08/2021 15:46;16/08/2021 15:46
4073;25206;4017;16/08/2021 15:51;16/08/2021 15:51;1;16/08/2021 15:51;NULL;16/08/2021 15:51;16/08/2021 15:51
4074;4428;18;16/08/2021 16:06;16/08/2021 16:06;1;16/08/2021 16:06;NULL;16/08/2021 16:06;16/08/2021 16:06
4075;6292;380;16/08/2021 16:17;16/08/2021 16:17;1;16/08/2021 16:17;NULL;16/08/2021 16:17;16/08/2021 16:17
4076;25164;380;16/08/2021 16:24;16/08/2021 16:24;1;16/08/2021 16:24;NULL;16/08/2021 16:24;16/08/2021 16:24
4077;15442;18;16/08/2021 16:26;16/08/2021 19:44;4;16/08/2021 16:26;NULL;16/08/2021 16:26;16/08/2021 19:44
4078;20585;384;16/08/2021 16:29;16/08/2021 16:29;1;16/08/2021 16:29;NULL;16/08/2021 16:29;16/08/2021 16:29
4079;25165;380;16/08/2021 16:33;16/08/2021 18:10;3;16/08/2021 16:33;NULL;16/08/2021 16:33;16/08/2021 18:10
4080;13869;25;16/08/2021 16:44;16/08/2021 16:44;1;16/08/2021 16:44;NULL;16/08/2021 16:44;16/08/2021 16:44
4081;23;503;16/08/2021 17:04;16/08/2021 18:57;3;16/08/2021 17:04;NULL;16/08/2021 17:04;16/08/2021 18:57
4082;156;380;16/08/2021 17:25;16/08/2021 17:25;1;16/08/2021 17:25;NULL;16/08/2021 17:25;16/08/2021 17:25
4083;26352;93;16/08/2021 17:42;16/08/2021 17:42;1;16/08/2021 17:42;NULL;16/08/2021 17:42;16/08/2021 17:42
4084;7607;380;16/08/2021 17:59;16/08/2021 18:57;4;16/08/2021 17:59;NULL;16/08/2021 17:59;16/08/2021 18:57
4085;23603;93;16/08/2021 18:12;16/08/2021 18:12;1;16/08/2021 18:12;NULL;16/08/2021 18:12;16/08/2021 18:12
4086;15442;29;16/08/2021 18:17;16/08/2021 18:17;1;16/08/2021 18:17;NULL;16/08/2021 18:17;16/08/2021 18:17
4087;9063;380;16/08/2021 18:21;16/08/2021 18:21;1;16/08/2021 18:21;NULL;16/08/2021 18:21;16/08/2021 18:21
4088;21248;18;16/08/2021 18:31;16/08/2021 18:31;1;16/08/2021 18:31;NULL;16/08/2021 18:31;16/08/2021 18:31
4089;12208;380;16/08/2021 18:34;16/08/2021 18:39;6;16/08/2021 18:34;NULL;16/08/2021 18:34;16/08/2021 18:39
4090;25160;380;16/08/2021 18:34;16/08/2021 18:34;1;16/08/2021 18:34;NULL;16/08/2021 18:34;16/08/2021 18:34
4091;5809;380;16/08/2021 18:49;16/08/2021 20:30;2;16/08/2021 18:49;NULL;16/08/2021 18:49;16/08/2021 20:30
4092;22152;380;16/08/2021 18:52;16/08/2021 18:52;1;16/08/2021 18:52;NULL;16/08/2021 18:52;16/08/2021 18:52
4093;22566;652;16/08/2021 18:55;16/08/2021 18:55;1;16/08/2021 18:55;NULL;16/08/2021 18:55;16/08/2021 18:55
4094;6192;380;16/08/2021 18:55;16/08/2021 18:55;1;16/08/2021 18:55;NULL;16/08/2021 18:55;16/08/2021 18:55
4095;26321;18;16/08/2021 18:55;16/08/2021 18:55;1;16/08/2021 18:55;NULL;16/08/2021 18:55;16/08/2021 18:55
4096;25166;380;16/08/2021 18:56;16/08/2021 18:56;1;16/08/2021 18:56;NULL;16/08/2021 18:56;16/08/2021 18:56
4097;25614;380;16/08/2021 19:09;16/08/2021 19:42;3;16/08/2021 19:09;NULL;16/08/2021 19:09;16/08/2021 19:42
4098;5752;18;16/08/2021 19:42;16/08/2021 19:42;2;16/08/2021 19:42;NULL;16/08/2021 19:42;16/08/2021 19:42
4099;4926;18;16/08/2021 19:43;16/08/2021 19:43;1;16/08/2021 19:43;NULL;16/08/2021 19:43;16/08/2021 19:43
4100;25688;18;16/08/2021 19:53;16/08/2021 20:02;2;16/08/2021 19:53;NULL;16/08/2021 19:53;16/08/2021 20:02
4101;12208;9;16/08/2021 20:12;16/08/2021 21:19;3;16/08/2021 20:12;NULL;16/08/2021 20:12;16/08/2021 21:19
4102;24797;91;16/08/2021 20:14;16/08/2021 20:14;1;16/08/2021 20:14;NULL;16/08/2021 20:14;16/08/2021 20:14
4103;21023;380;16/08/2021 20:50;16/08/2021 20:50;1;16/08/2021 20:50;NULL;16/08/2021 20:50;16/08/2021 20:50
4104;25489;46;16/08/2021 22:16;16/08/2021 22:16;1;16/08/2021 22:16;NULL;16/08/2021 22:16;16/08/2021 22:16
4105;25489;95;17/08/2021 00:25;17/08/2021 00:25;1;17/08/2021 00:25;NULL;17/08/2021 00:25;17/08/2021 00:25
4106;26372;2968;17/08/2021 12:32;17/08/2021 12:32;1;17/08/2021 12:32;NULL;17/08/2021 12:32;17/08/2021 12:32
4107;25168;380;17/08/2021 15:31;17/08/2021 16:18;3;17/08/2021 15:31;NULL;17/08/2021 15:31;17/08/2021 16:18
4108;14560;1453;17/08/2021 16:05;17/08/2021 16:05;1;17/08/2021 16:05;NULL;17/08/2021 16:05;17/08/2021 16:05
4109;14683;18;17/08/2021 16:22;17/08/2021 16:22;1;17/08/2021 16:22;NULL;17/08/2021 16:22;17/08/2021 16:22
4110;26385;268;17/08/2021 16:33;17/08/2021 16:33;1;17/08/2021 16:33;NULL;17/08/2021 16:33;17/08/2021 16:33
4111;26280;56;17/08/2021 17:01;17/08/2021 17:01;1;17/08/2021 17:00;NULL;17/08/2021 17:01;17/08/2021 17:00
4112;20750;35;17/08/2021 17:04;17/08/2021 17:04;1;17/08/2021 17:04;NULL;17/08/2021 17:04;17/08/2021 17:04
4113;80;268;17/08/2021 17:05;17/08/2021 17:05;1;17/08/2021 17:05;NULL;17/08/2021 17:05;17/08/2021 17:05
4114;26273;112;17/08/2021 17:30;17/08/2021 17:30;1;17/08/2021 17:30;NULL;17/08/2021 17:30;17/08/2021 17:30
4115;26390;380;17/08/2021 17:41;17/08/2021 17:41;1;17/08/2021 17:41;NULL;17/08/2021 17:41;17/08/2021 17:41
4116;26392;18;17/08/2021 18:07;17/08/2021 18:16;5;17/08/2021 18:07;NULL;17/08/2021 18:07;17/08/2021 18:16
4117;19470;384;17/08/2021 18:23;17/08/2021 18:23;2;17/08/2021 18:23;NULL;17/08/2021 18:23;17/08/2021 18:23
4118;25954;384;17/08/2021 18:31;17/08/2021 18:32;2;17/08/2021 18:31;NULL;17/08/2021 18:31;17/08/2021 18:32
4119;5809;380;17/08/2021 18:38;17/08/2021 18:38;1;17/08/2021 18:38;NULL;17/08/2021 18:38;17/08/2021 18:38
4120;23;6601;17/08/2021 19:10;17/08/2021 19:10;1;17/08/2021 19:10;NULL;17/08/2021 19:10;17/08/2021 19:10
4121;7607;380;17/08/2021 19:20;17/08/2021 19:49;2;17/08/2021 19:20;NULL;17/08/2021 19:20;17/08/2021 19:49
4122;21867;548;17/08/2021 19:34;17/08/2021 19:34;1;17/08/2021 19:34;NULL;17/08/2021 19:34;17/08/2021 19:34
4123;4709;267;17/08/2021 19:34;17/08/2021 19:34;1;17/08/2021 19:34;NULL;17/08/2021 19:34;17/08/2021 19:34
4124;6769;267;17/08/2021 19:35;17/08/2021 19:35;1;17/08/2021 19:35;NULL;17/08/2021 19:35;17/08/2021 19:35
4125;26273;7;17/08/2021 19:36;17/08/2021 19:36;1;17/08/2021 19:36;NULL;17/08/2021 19:36;17/08/2021 19:36
4126;2289;380;17/08/2021 19:59;17/08/2021 19:59;1;17/08/2021 19:59;NULL;17/08/2021 19:59;17/08/2021 19:59
4127;12208;143;17/08/2021 20:09;17/08/2021 20:11;3;17/08/2021 20:09;NULL;17/08/2021 20:09;17/08/2021 20:11
4128;13162;39;17/08/2021 20:26;17/08/2021 21:16;2;17/08/2021 20:26;NULL;17/08/2021 20:26;17/08/2021 21:16
4129;15569;39;17/08/2021 20:27;17/08/2021 21:16;2;17/08/2021 20:27;NULL;17/08/2021 20:27;17/08/2021 21:16
4130;21843;143;17/08/2021 20:38;17/08/2021 20:38;2;17/08/2021 20:38;NULL;17/08/2021 20:38;17/08/2021 20:38
4131;15364;2310;17/08/2021 20:46;17/08/2021 20:46;1;17/08/2021 20:47;NULL;17/08/2021 20:46;17/08/2021 20:47
4132;19662;200;17/08/2021 21:22;17/08/2021 21:22;1;17/08/2021 21:22;NULL;17/08/2021 21:22;17/08/2021 21:22
4133;26408;3;04/08/2021 17:03;04/08/2021 17:03;1;18/08/2021 09:06;NULL;04/08/2021 17:03;18/08/2021 09:06
4134;24042;129;17/08/2021 18:30;17/08/2021 18:30;1;18/08/2021 09:30;NULL;17/08/2021 18:30;18/08/2021 09:30
4135;25280;29;18/08/2021 15:11;18/08/2021 15:11;1;18/08/2021 15:11;NULL;18/08/2021 15:11;18/08/2021 15:11
4136;26380;946;17/08/2021 17:00;17/08/2021 17:00;1;18/08/2021 15:37;NULL;17/08/2021 17:00;18/08/2021 15:37
4137;25489;380;18/08/2021 15:53;18/08/2021 17:00;3;18/08/2021 15:53;NULL;18/08/2021 15:53;18/08/2021 17:00
4138;6973;44;18/08/2021 16:03;18/08/2021 16:03;1;18/08/2021 16:03;NULL;18/08/2021 16:03;18/08/2021 16:03
4139;26421;1719;18/08/2021 16:16;18/08/2021 16:16;1;18/08/2021 16:16;NULL;18/08/2021 16:16;18/08/2021 16:16
4140;25117;380;18/08/2021 16:16;18/08/2021 16:16;1;18/08/2021 16:16;NULL;18/08/2021 16:16;18/08/2021 16:16
4141;24686;6573;18/08/2021 16:24;18/08/2021 16:24;1;18/08/2021 16:24;NULL;18/08/2021 16:24;18/08/2021 16:24
4142;19548;361;18/08/2021 16:27;18/08/2021 16:27;1;18/08/2021 16:27;NULL;18/08/2021 16:27;18/08/2021 16:27
4143;12208;41;18/08/2021 16:29;18/08/2021 16:29;1;18/08/2021 16:29;NULL;18/08/2021 16:29;18/08/2021 16:29
4144;13877;18;18/08/2021 16:35;18/08/2021 16:35;1;18/08/2021 16:35;NULL;18/08/2021 16:35;18/08/2021 16:35
4145;3108;384;18/08/2021 16:37;18/08/2021 16:37;1;18/08/2021 16:37;NULL;18/08/2021 16:37;18/08/2021 16:37
4146;24352;361;18/08/2021 16:43;18/08/2021 16:51;3;18/08/2021 16:43;NULL;18/08/2021 16:43;18/08/2021 16:51
4147;2467;38;18/08/2021 16:44;18/08/2021 16:44;1;18/08/2021 16:44;NULL;18/08/2021 16:44;18/08/2021 16:44
4148;4131;4;18/08/2021 16:45;18/08/2021 16:45;1;18/08/2021 16:45;NULL;18/08/2021 16:45;18/08/2021 16:45
4149;26176;380;18/08/2021 17:06;18/08/2021 17:06;1;18/08/2021 17:06;NULL;18/08/2021 17:06;18/08/2021 17:06
4150;26426;4020;18/08/2021 17:20;18/08/2021 17:20;1;18/08/2021 17:20;NULL;18/08/2021 17:20;18/08/2021 17:20
4151;13480;93;18/08/2021 17:29;18/08/2021 17:29;1;18/08/2021 17:29;NULL;18/08/2021 17:29;18/08/2021 17:29
4152;6132;39;18/08/2021 17:33;18/08/2021 17:33;1;18/08/2021 17:33;NULL;18/08/2021 17:33;18/08/2021 17:33
