id;rating_service;rating_atmosphere;rating_drinks;comment;created_at;place_id;user_id;updated_at
772;5;5;5;NULL;05/06/2021 19:57;3701;21874;NULL
773;5;5;3;NULL;06/06/2021 15:23;677;8699;NULL
774;4;4;3;NULL;06/06/2021 20:01;380;6195;NULL
776;4;5;5;Ici, j'ai pete deux coupes de champagnes en Septembre, oubliée que j'étais venu dans ce bar, et y revenant ajd j'ai passer un très bon moment. Comme quoi.;08/06/2021 17:28;3916;7134;NULL
777;5;5;5;NULL;08/06/2021 17:29;3916;12613;NULL
778;5;5;2;NULL;08/06/2021 17:29;3832;7134;NULL
779;5;5;5;NULL;09/06/2021 14:01;199;21794;NULL
780;5;5;5;NULL;10/06/2021 16:36;3972;12613;NULL
781;5;5;5;NULL;10/06/2021 16:37;1681;9701;NULL
782;5;5;5;NULL;10/06/2021 16:57;45;7042;NULL
783;4;5;3;NULL;10/06/2021 17:18;60;16328;NULL
784;5;5;5;NULL;11/06/2021 15:09;198;19669;NULL
785;5;4;3;plus d'happy hour jusqu'à nouvel ordre...;11/06/2021 16:33;2647;16613;NULL
786;5;5;5;NULL;11/06/2021 18:56;199;19277;NULL
787;5;5;5;NULL;11/06/2021 20:49;39;6255;NULL
788;2;2;4;NULL;12/06/2021 09:06;956;21853;NULL
789;5;5;5;NULL;12/06/2021 12:14;51;23006;NULL
790;5;5;5;NULL;12/06/2021 15:09;361;22925;NULL
791;5;5;4;NULL;12/06/2021 16:00;148;367;NULL
792;5;5;5;l'ambiance était super, le staff sympa et super ouvert à la discussion. Moi qui ne suis pas trop cocktail à la base la il était incroyable !!! Franchement un bar à tester????;13/06/2021 09:51;200;4926;NULL
793;4;5;3;NULL;13/06/2021 13:49;377;23094;NULL
794;3;3;3;NULL;13/06/2021 15:25;35;23022;NULL
795;5;5;4;NULL;13/06/2021 16:01;3880;12294;NULL
796;5;5;5;NULL;15/06/2021 10:12;47;22118;NULL
797;5;4;4;NULL;15/06/2021 14:40;380;22116;NULL
798;2;4;1;NULL;15/06/2021 14:41;4017;22116;NULL
799;5;5;5;NULL;15/06/2021 14:55;330;20370;NULL
800;5;5;3;NULL;15/06/2021 16:36;3508;23077;NULL
801;5;5;5;NULL;15/06/2021 19:30;18;23181;NULL
802;1;1;1;"Depuis réouverture il n y a plus de happy hour les pintes ne sont. Plus. A 5 euros comme avant en tout cas j y suis all

é semaine dernière";15/06/2021 20:10;3571;22956;NULL
803;5;5;5;Service de qualité supérieure !;16/06/2021 19:34;30;19548;NULL
805;4;5;4;NULL;17/06/2021 16:21;268;19277;NULL
806;5;4;4;NULL;17/06/2021 17:08;2488;4208;NULL
807;5;5;5;NULL;17/06/2021 17:35;120;6973;NULL
808;5;5;5;au top!;17/06/2021 18:50;257;6417;NULL
809;5;5;5;NULL;18/06/2021 14:54;77;23512;NULL
810;3;4;3;NULL;18/06/2021 16:13;54;19669;NULL
811;5;5;5;NULL;18/06/2021 20:04;93;3108;NULL
812;5;5;3;NULL;19/06/2021 16:22;2774;8587;NULL
813;2;3;4;Pas très bien reçu;19/06/2021 18:14;2509;19882;NULL
814;4;4;5;NULL;20/06/2021 15:25;18;19302;NULL
815;5;5;5;chaises un peu inconfortables;20/06/2021 16:49;133;19162;NULL
816;5;5;4;NULL;20/06/2021 18:07;825;19680;NULL
817;5;5;5;NULL;22/06/2021 18:15;120;19302;NULL
818;5;5;5;NULL;23/06/2021 12:35;560;23;NULL
819;5;4;5;on ne  connaissait plus s et franchement l'équipe est sympa. et on pense que l'on reviendra;23/06/2021 17:39;41;7175;NULL
820;5;5;4;Lorsque je veut faire découvrir une grosse soirée Strasbourgeoise à des potes, un passage après 23h au 21 est inévitable !;23/06/2021 20:22;97;15862;NULL
821;3;4;3;boîte de nuit ou j'ai encore jamais été refusé, et ou j'aime bien la musique et l'ambiance (21 ans minimum);23/06/2021 20:23;125;15862;NULL
822;4;5;5;Si on cherche un endroit convivial et pas cher pour un brasseur, autant allé au brasseur ! Un régal leur bière et surtout le menu tarte flambé à volonté + litre de bière (seulement si 10 personnes prennent le menu);23/06/2021 20:25;3;15862;NULL
823;1;3;2;Bar sympa... Sauf les serveurs.;23/06/2021 20:52;154;6367;NULL
824;1;2;2;NULL;23/06/2021 21:47;3955;23077;NULL
825;5;5;5;Une dinguerie ce bar, il y a un grande terrasse et une petite côté rue. Les gars du bar sont super sympas, le choix de bière est large et elles sont toutes bonnes. Niveau prix, on s'en sort avec le litre de bière à 8 degrés à moins de 10€, c'est vraiment bien pour Toulouse. L'ambiance est top, très bien décoré à l'intérieur.;24/06/2021 11:17;2538;9207;NULL
826;5;5;4;Un excellent bar, la terrasse est immense et l'intérieur est hyper stylé. Les en-cas sont archi bons. Juste un peu cher en dehors des HH qui sont très courtes.;24/06/2021 11:19;2542;9207;NULL
827;5;5;5;NULL;24/06/2021 19:21;65;23802;NULL
828;5;5;5;NULL;26/06/2021 05:10;503;23;NULL
829;5;5;5;NULL;26/06/2021 09:13;4017;4028;NULL
831;4;5;5;Great atmosphere, good service, great food, burger are a touch expensive, but that's the case with all burgers in Strasbourg;27/06/2021 17:30;148;19445;NULL
832;5;5;5;dommage ya pas les matchs, mais sympa qd même;28/06/2021 16:39;1512;23638;NULL
833;4;5;4;NULL;29/06/2021 18:34;138;2024;NULL
834;3;3;2;NULL;29/06/2021 21:12;2841;23097;NULL
835;5;4;5;NULL;29/06/2021 21:21;93;19277;NULL
836;3;2;3;NULL;30/06/2021 17:04;187;19331;NULL
837;5;5;5;NULL;30/06/2021 18:06;2860;13381;NULL
838;5;5;5;des bières originales et pas chères et surtout une équipe aux petits soins ??;30/06/2021 19:06;497;3;NULL
840;5;5;5;ils ne font plus d'happy hour deso;01/07/2021 19:40;2187;24290;NULL
841;5;5;5;NULL;02/07/2021 15:29;65;7163;NULL
842;5;5;5;Le patron, tout un programme !;02/07/2021 21:44;1548;23638;NULL
843;4;5;4;"Seul ou avec des potes, toujours une super ambiance et un bon accueil.
Un pub de Qualité !

Je recommande les Jam Session, c'est le feu !";03/07/2021 17:16;2522;24391;NULL
844;5;5;5;NULL;03/07/2021 21:11;4;4551;NULL
846;5;5;5;NULL;05/07/2021 12:16;118;24367;NULL
847;5;5;4;NULL;06/07/2021 17:31;142;24099;NULL
848;5;5;5;NULL;06/07/2021 18:54;18;5536;NULL
849;4;5;5;NULL;06/07/2021 19:28;18;23372;NULL
850;5;5;5;NULL;07/07/2021 10:57;6573;19673;NULL
851;5;5;5;NULL;07/07/2021 12:05;889;23;NULL
852;5;5;5;NULL;07/07/2021 13:10;79;23164;NULL
853;5;5;5;Mon bar préféré du quartier ! Équipe au top et bières pas chères;07/07/2021 15:01;3694;23;NULL
854;5;5;5;Planchettes de produits locaux délicieuse, bières variées, personnel sympathique, happy intéressant ! Un bar prometteur !;07/07/2021 20:55;6573;14907;NULL
856;5;5;5;Super bar à jeux dans lequel on peut se poser pour boire une petite bière après une partie d'escape ou juste venir pour profiter de l'ambiance, des jeux de société ou de la sympathie du staff, bref c'est top je recommande ! ??;08/07/2021 10:41;189;24613;NULL
857;5;5;5;"Super bar à l'ambiance magique, où l'on peut déguster des bons cocktails, des bonnes bières et profiter d'une musique d'enfer ?? 
Mais le plus qui fait la différence c'est la déco incroyable, l'immersion dans le monde de lq magie est totale ??
Je recommande fortement, à découvrir !";08/07/2021 10:45;381;24613;NULL
858;5;5;5;Serveuse incroyablement gentille;08/07/2021 15:18;6573;5951;NULL
859;5;5;5;super bar de Nancy !;08/07/2021 17:47;2658;20484;NULL
860;5;5;5;NULL;08/07/2021 17:48;2662;20484;NULL
861;5;5;5;un petit bar bien sympathique !!! tout y est bon avec des tarifs défiants toute concurrence !!! Le service top !!! je recommande !!!!;08/07/2021 21:22;6573;2670;NULL
862;5;5;5;NULL;09/07/2021 11:46;272;3;NULL
863;5;4;5;NULL;09/07/2021 15:29;142;19669;NULL
864;5;5;5;les produits et la team sont au top !;09/07/2021 16:20;272;23;NULL
865;4;4;3;NULL;09/07/2021 16:25;374;7162;NULL
866;5;5;5;top bar !;09/07/2021 17:34;272;24629;NULL
867;5;5;5;Very friendly and helpfull people, i like beer o'clock. I visit every time when i visit MTP! The great craft variety in town. Cheers.;10/07/2021 16:33;2769;24743;NULL
868;4;5;1;NULL;10/07/2021 17:10;2507;24054;NULL
869;5;5;5;NULL;11/07/2021 14:15;380;14183;NULL
870;5;3;3;NULL;11/07/2021 17:40;357;2746;NULL
871;5;5;5;Dans un beau cadre, avec du personnel très accueillant, des prix plus que correct et une ambiance plus qu'agréable, chaleureuse;13/07/2021 15:52;2273;20797;NULL
872;5;5;5;NULL;13/07/2021 17:18;120;4551;NULL
873;5;5;5;hello marlyn;13/07/2021 22:52;6350;24880;NULL
874;5;5;5;"Beaucoup de bières à découvrir !

Certaines bières peuvent paraître onéreuse mais elles font partie de brasseries avec de faibles production et des 4 coins du monde.";14/07/2021 15:59;455;6883;NULL
875;5;5;4;NULL;14/07/2021 16:00;328;6883;NULL
876;1;1;1;NULL;14/07/2021 16:19;154;5303;NULL
877;5;5;5;NULL;14/07/2021 17:20;380;19514;NULL
878;4;4;4;NULL;15/07/2021 16:13;23;24601;NULL
879;5;5;5;NULL;15/07/2021 20:04;59;5653;NULL
880;5;5;5;NULL;16/07/2021 15:44;760;23;NULL
881;5;5;5;Equipe dynamique et très sympa ! situé en plein cœur de Paris.;16/07/2021 17:00;760;3;NULL
882;5;5;5;NULL;16/07/2021 17:19;3685;19151;NULL
883;5;5;5;Super bar avec un personnel au top ??Des prix très correct et u  cadre sympa;17/07/2021 16:54;200;6351;NULL
884;5;5;4;Meilleur bar pour prendre des shooters sur Stras, Agnès et Fabienne discutent avec les clients pour former un bar convivial (un peu à l'ancienne ahah) ??;17/07/2021 16:57;17;6351;NULL
885;4;4;4;NULL;17/07/2021 16:57;923;11190;NULL
886;5;5;5;NULL;18/07/2021 16:31;2983;24857;NULL
887;5;4;4;NULL;18/07/2021 19:29;93;25012;NULL
888;4;4;5;NULL;19/07/2021 16:50;1570;25119;NULL
889;5;5;5;NULL;20/07/2021 11:35;23;19277;NULL
890;3;4;4;Bien mais dommage que les 10€ minimum pour payer avec une CB ne soient pas indiqués avant d'être servi.;20/07/2021 16:10;23;20692;NULL
891;5;5;5;NULL;20/07/2021 17:15;696;25127;NULL
892;5;5;5;excellente soirée évènementiel Schlouk map;20/07/2021 19:08;380;2451;NULL
893;5;5;5;NULL;21/07/2021 17:22;2889;25178;NULL
894;5;5;5;NULL;22/07/2021 11:54;4;2670;NULL
895;5;1;4;NULL;22/07/2021 19:49;4;24231;NULL
896;5;5;5;NULL;23/07/2021 15:29;6585;24965;NULL
897;5;5;5;NULL;23/07/2021 16:14;6538;3;NULL
898;4;5;5;NULL;23/07/2021 18:40;27;25336;NULL
899;3;5;3;NULL;23/07/2021 18:51;826;24811;NULL
900;5;5;4;NULL;23/07/2021 19:08;6587;25116;NULL
901;5;5;5;NULL;24/07/2021 15:10;409;25438;NULL
902;5;5;5;NULL;24/07/2021 18:15;142;19355;NULL
903;5;5;5;NULL;24/07/2021 19:51;6487;21043;NULL
904;5;5;5;Excelent bar à coktail;25/07/2021 15:14;4227;3983;NULL
905;5;5;5;NULL;25/07/2021 16:04;257;23509;NULL
906;2;4;3;serveuse pas très sympa, plus de happy hour du tout, prix plutôt chère comparé à d'autres bars à Strasbourg;25/07/2021 17:44;38;8971;NULL
907;5;5;5;Bar super mais zone géographique un peu pourrie;25/07/2021 18:04;199;19257;NULL
908;5;5;4;NULL;25/07/2021 21:06;330;19277;NULL
909;3;5;3;NULL;27/07/2021 19:10;380;25538;NULL
910;5;5;4;NULL;28/07/2021 20:01;260;21291;NULL
911;5;5;5;NULL;29/07/2021 08:50;1977;25625;NULL
912;5;5;5;NULL;29/07/2021 08:50;1965;25625;NULL
913;5;5;5;NULL;29/07/2021 08:52;1946;25625;NULL
914;5;4;5;NULL;29/07/2021 15:02;41;24504;NULL
915;5;5;5;NULL;30/07/2021 05:24;6554;19277;NULL
916;5;4;5;NULL;30/07/2021 16:28;18;20692;NULL
917;5;4;3;NULL;30/07/2021 17:33;154;1434;NULL
918;5;5;5;NULL;30/07/2021 20:47;380;21248;NULL
919;4;4;2;NULL;30/07/2021 21:15;138;6167;NULL
920;5;2;4;NULL;30/07/2021 21:44;112;24213;NULL
921;5;5;5;NULL;31/07/2021 11:03;2920;25712;NULL
922;3;2;4;NULL;31/07/2021 20:59;417;25096;NULL
923;5;5;5;NULL;01/08/2021 09:44;46;25741;NULL
924;4;4;4;NULL;04/08/2021 16:32;1587;22365;NULL
925;5;5;5;NULL;05/08/2021 20:51;47;24100;NULL
926;4;4;3;NULL;06/08/2021 14:51;6529;25723;NULL
927;5;5;5;Dommage qu'ils n'appliquent plus les tarifs happy hours , et n'accepte plus l'application schlouk map !! L'ambiance et le service sont plutôt cool;07/08/2021 16:21;27;25161;NULL
928;5;5;5;meilleur bar à jeux de Strasbourg ! et on les a tous beauuuuucoup essayé !;07/08/2021 20:28;384;25955;NULL
929;5;5;5;NULL;08/08/2021 15:09;1055;25837;NULL
930;5;5;5;NULL;08/08/2021 18:19;18;21563;NULL
931;5;4;4;NULL;10/08/2021 17:16;2673;20791;NULL
932;5;5;5;NULL;11/08/2021 15:13;2968;23;NULL
933;5;5;5;NULL;11/08/2021 17:45;120;19277;NULL
934;5;5;5;NULL;12/08/2021 18:35;120;19265;NULL
935;5;5;5;NULL;13/08/2021 17:24;65;19302;NULL
936;3;5;4;NULL;13/08/2021 19:19;257;25161;NULL
937;5;5;5;NULL;14/08/2021 14:02;1965;25549;NULL
938;3;5;3;N'accepte pas les ticket restau.;14/08/2021 19:11;93;25564;NULL
939;5;5;5;NULL;14/08/2021 20:06;18;19740;NULL
940;5;5;5;NULL;17/08/2021 14:27;1036;24253;NULL
941;5;5;5;Un bar avec une très bonne ambiance, les serveurs sympas et relativement peu cher. Un bon moment à passer!;17/08/2021 20:47;2310;15364;NULL
942;5;5;5;NULL;18/08/2021 17:02;56;26280;NULL
943;5;5;5;NULL;18/08/2021 19:40;267;4709;NULL
944;5;5;5;meilleur bar de stras;19/08/2021 18:26;4017;26467;NULL
945;5;5;5;NULL;21/08/2021 19:16;380;19263;NULL
946;5;5;5;NULL;22/08/2021 18:14;18;25987;NULL
947;5;5;5;NULL;22/08/2021 20:37;97;3338;NULL
948;5;5;4;NULL;24/08/2021 16:35;6502;6973;NULL
949;1;1;1;"TO AVOID: The waiters ACCEPT, and worse ENDORSE, people with fake health passes! Example of this evening, the waiter points out to a young person that his pass is identical to that of his friend (same name and first name) explicitly points it out to him, lets them settle down and laughs about it! Moreover, this waiter did not wear a mask. 
À FUIR : Les serveurs ACCEPTENT, et le pire CAUTIONNENT, des personnes ayant de faux pass sanitaires ! Exemple de ce soir, le serveur reprend un jeune présentant un pass identique à celui de son camarade (même nom et prénom) le lui fait explicitement remarquer, les laisse s’installer et en rigole ! De plus, port du masque absent pour ce serveur.";24/08/2021 21:51;1453;26703;NULL
950;4;5;4;NULL;25/08/2021 20:11;377;3472;NULL
951;4;2;3;petit shot d'absinthe en speed qui passe nickel, bar sympathique;26/08/2021 19:50;45;3268;NULL
952;5;5;5;les tartes flambées sont au top.;27/08/2021 18:50;47;7175;NULL
953;4;5;5;NULL;28/08/2021 01:08;18;5752;NULL
954;5;5;5;NULL;28/08/2021 09:40;1223;23371;NULL
955;4;4;5;NULL;28/08/2021 15:20;45;15611;NULL
956;5;4;5;NULL;28/08/2021 21:17;637;26380;NULL
957;5;5;5;NULL;28/08/2021 21:17;660;26380;NULL
958;4;4;5;NULL;28/08/2021 21:17;946;26380;NULL
959;5;5;5;Guillermo est super gentil !!!;30/08/2021 20:35;18;26699;NULL
960;5;5;5;gros cœur sur guillermo le rhey;30/08/2021 20:36;18;25665;NULL
961;5;5;5;"Un bar chaleureux, Guillaume (du Mexique) est très sympa!! et son collègue aussi! 
merci d'être  aussi gentil et agréable !!";30/08/2021 20:36;18;27008;NULL
962;5;5;5;guillermo du mexique est au top!! bar impec rien à dire de plus!?? santé!;30/08/2021 20:36;18;26698;NULL
963;5;5;5;un barman de qualité;30/08/2021 20:36;18;27015;NULL
964;5;5;5;guillermo du Mexique est au top ! ??;30/08/2021 20:36;18;27034;NULL
965;4;4;4;NULL;31/08/2021 15:30;380;5997;NULL
966;3;4;5;NULL;01/09/2021 16:53;29;20692;NULL
967;2;4;4;NULL;01/09/2021 18:49;3049;27016;NULL
968;5;5;5;NULL;02/09/2021 14:31;54;80;NULL
969;1;2;3;NULL;02/09/2021 16:42;4;4926;NULL
970;5;5;4;NULL;02/09/2021 17:17;39;27152;NULL
971;5;4;4;NULL;02/09/2021 17:27;39;27157;NULL
972;1;1;3;l'horaire de l'happy hour n'est pas la même sur l'appli que dans le bar;03/09/2021 19:19;51;26838;NULL
973;5;5;5;beau et très bon cocktails et prix abordable;04/09/2021 08:32;586;27292;NULL
974;5;5;5;NULL;04/09/2021 15:57;87;27403;NULL
975;5;5;5;NULL;04/09/2021 16:00;54;9336;NULL
976;5;5;4;NULL;04/09/2021 18:42;87;15972;NULL
977;5;5;5;vive Alexis;04/09/2021 21:18;204;25871;NULL
978;5;4;5;NULL;04/09/2021 22:27;260;26758;NULL
979;5;5;5;NULL;05/09/2021 17:44;467;27408;NULL
980;5;5;5;NULL;05/09/2021 20:06;200;5752;NULL
981;5;4;4;NULL;06/09/2021 18:46;380;5932;NULL
982;5;5;5;très bonne ambiance !!! pareil que celui à Bruxelles :);06/09/2021 19:43;2788;7628;NULL
983;5;5;3;NULL;06/09/2021 22:47;8;27488;NULL
984;3;3;5;NULL;07/09/2021 16:32;268;27527;NULL
985;5;5;5;NULL;07/09/2021 17:02;352;23414;NULL
986;5;5;5;"super endroit pour aller prendre un bon cocktail après le boulot ou pour l'apéro :)
je recommande le Moscow Mule de Laurent il est top et une bonne tarte flambée avec ??";08/09/2021 08:39;323;27673;NULL
987;5;5;4;NULL;09/09/2021 14:12;34;6999;NULL
988;5;4;4;NULL;09/09/2021 15:33;29;4413;NULL
989;5;5;5;NULL;09/09/2021 22:50;39;21360;NULL
990;4;3;1;NULL;10/09/2021 16:53;154;27994;NULL
991;5;5;5;NULL;10/09/2021 18:17;1036;27870;NULL
992;4;5;4;NULL;11/09/2021 14:47;3912;27836;NULL
993;5;5;4;NULL;11/09/2021 16:23;35;23372;NULL
994;5;5;5;NULL;11/09/2021 16:30;1046;10606;NULL
995;5;5;5;NULL;11/09/2021 18:18;1588;28135;NULL
996;5;5;5;Les planches sont excellentes et très bien servies ! Le gérant est super sympa :);12/09/2021 11:33;1588;23;NULL
997;5;5;5;NULL;12/09/2021 17:11;268;26631;NULL
998;4;3;5;NULL;12/09/2021 17:17;1487;8663;NULL
999;5;5;5;NULL;12/09/2021 17:34;1036;13851;NULL
1000;5;5;5;NULL;12/09/2021 18:09;93;3338;NULL
1001;2;5;3;NULL;12/09/2021 18:13;4;23085;NULL
1002;5;5;5;NULL;12/09/2021 19:02;380;21639;NULL
1003;5;5;5;NULL;14/09/2021 15:32;30;28327;NULL
1004;5;5;5;NULL;14/09/2021 17:34;18;28258;NULL
1005;5;5;5;NULL;14/09/2021 18:19;380;19631;NULL
1006;2;3;2;NULL;14/09/2021 20:44;69;28224;NULL
1007;5;4;4;NULL;15/09/2021 16:09;380;27344;NULL
1008;4;5;4;NULL;15/09/2021 17:41;380;28347;NULL
1009;5;5;5;NULL;16/09/2021 00:01;2650;28426;NULL
1010;5;5;5;NULL;16/09/2021 19:03;142;4426;NULL
1011;4;4;5;NULL;16/09/2021 19:50;1036;14805;NULL
1012;1;1;2;NULL;17/09/2021 14:14;150;16535;NULL
1013;5;5;4;NULL;17/09/2021 14:25;139;16535;NULL
1014;5;5;5;NULL;17/09/2021 14:26;96;16535;NULL
1015;1;3;2;NULL;17/09/2021 14:27;330;16535;NULL
1016;5;5;3;NULL;17/09/2021 14:28;361;16535;NULL
1017;5;5;4;Super bar ! Staff très sympathique et serviable! Je recommande !;17/09/2021 16:23;380;28537;NULL
1018;5;5;5;NULL;17/09/2021 18:35;4;5764;NULL
1019;5;5;4;NULL;17/09/2021 20:05;139;4926;NULL
1020;3;4;5;NULL;18/09/2021 09:30;1487;28610;NULL
1021;4;4;5;NULL;18/09/2021 14:20;1036;25389;NULL
1022;5;5;4;NULL;18/09/2021 16:44;380;19764;NULL
1023;5;5;5;NULL;18/09/2021 17:13;1588;28745;NULL
1024;5;5;4;NULL;18/09/2021 18:32;148;22587;NULL
1025;1;3;5;NULL;18/09/2021 18:45;304;25090;NULL
1026;5;5;4;Les serveurs était plus bourré que nous ça fait plaiz;18/09/2021 19:31;380;27351;NULL
1027;4;5;5;NULL;18/09/2021 22:38;18;27097;NULL
1028;5;5;3;NULL;19/09/2021 16:37;357;28739;NULL
1029;5;5;5;Très bon picon;20/09/2021 16:14;86;19273;NULL
1030;5;5;5;Endroit atypique avec beaucoup de choix de bière !;21/09/2021 07:47;6960;23;NULL
1031;5;5;5;NULL;21/09/2021 17:28;3694;26102;NULL
1032;5;5;5;NULL;22/09/2021 17:12;2539;28945;NULL
1033;5;5;5;NULL;22/09/2021 17:17;18;25700;NULL
1034;5;5;5;NULL;23/09/2021 16:57;760;29006;NULL
1035;5;5;5;"J'adore la MASse à 5,5€
Cordialement";23/09/2021 20:11;4;27083;NULL
1036;5;5;5;NULL;24/09/2021 13:48;113;29223;NULL
1037;5;5;5;NULL;24/09/2021 21:14;97;22858;NULL
1038;5;5;5;NULL;25/09/2021 17:34;14;3831;NULL
1039;5;5;5;très bonnes bières et nourriture excellente,tout fait maison même le pain!;25/09/2021 18:34;723;29409;NULL
1040;5;5;5;Un super bar avec un personnel souriant et réactif !;25/09/2021 18:35;6573;29256;NULL
1041;5;5;5;5 étoiles;25/09/2021 19:32;154;29254;NULL
1042;1;1;1;the bar security against the covid is very low, the bathrooms are dirty, the tables are not cleaned, the sits are ay 20 cm from other people, and the bathrooms are some if the dirties that i have ever seen, dont come to this place, not worth it;25/09/2021 21:06;91;29418;NULL
1043;3;3;3;Je viens de passer devant et l'happy hour n'a pas lieu les samedis et dimanches.;26/09/2021 15:20;146;29469;NULL
1044;5;4;4;NULL;26/09/2021 20:27;2568;29192;NULL
1045;5;5;5;NULL;26/09/2021 22:20;6567;29424;NULL
1046;5;5;4;NULL;28/09/2021 13:51;35;29663;NULL
1047;5;5;5;le bar est totalement a privatiser gratuitement pour tout sort d'événements anniversaire..... vous pouvez ramener même a manger à faire passer votre musique préférée toute la soirée n'hésitez pas à contacter pour plus d'informations;28/09/2021 18:58;6964;28586;NULL
1048;5;5;4;NULL;28/09/2021 19:25;2747;28293;NULL
1049;5;5;5;NULL;28/09/2021 20:19;3550;29777;NULL
1050;5;5;4;NULL;28/09/2021 20:20;3589;29777;NULL
1051;5;4;4;Soirée à thème le mercredi très sympa !;29/09/2021 16:25;384;3612;NULL
1052;3;3;1;les prix notés sur la shlouk map ne sont plus les mêmes que ceux qu'il faut payer a la fin... passer d'une bière a 3,5€ a une bière a 5€ ca fait réfléchir a deux fois surtout étant étudiants;29/09/2021 17:09;6591;24510;NULL
1053;5;3;4;NULL;29/09/2021 19:08;67;29615;NULL
1054;5;4;5;un véritable bar comme il en manque a Strasbourg, une terrasse hors normes, un acceuil chaleureux, un burger maison a 5,50, on s'y sent a l'abris des touristes;29/09/2021 19:40;4017;8408;NULL
1055;5;5;4;vraiment une super soirée et un serveur attentif et efficace qui donne de bons conseils.;30/09/2021 12:50;79;29270;NULL
1056;2;3;4;dommage que le serveur nous ait oublié. mais la nourriture est de très bonne qualité.;30/09/2021 12:52;3;29270;NULL
1057;4;4;5;NULL;30/09/2021 13:24;1830;27733;NULL
1058;5;5;5;NULL;30/09/2021 15:41;6966;29551;NULL
1059;5;5;5;NULL;30/09/2021 18:46;361;19302;NULL
1060;5;5;5;NULL;30/09/2021 19:21;380;29950;NULL
1061;5;5;5;NULL;01/10/2021 07:48;6969;14436;NULL
1062;5;5;5;NULL;01/10/2021 11:45;4031;14273;NULL
1063;5;4;5;NULL;01/10/2021 19:39;4;14599;NULL
1064;5;5;5;Encore mieux avec l'appli Schlouk map !;01/10/2021 21:14;503;13196;NULL
1065;5;4;5;NULL;02/10/2021 18:50;380;22953;NULL
1066;5;5;4;NULL;02/10/2021 19:52;6579;30037;NULL
1067;4;4;4;NULL;02/10/2021 21:18;1429;29933;NULL
1068;5;4;4;NULL;02/10/2021 21:30;6522;26254;NULL
1069;5;4;4;NULL;03/10/2021 15:12;38;4174;NULL
1070;5;5;2;NULL;03/10/2021 16:50;3484;27478;NULL
1071;5;5;5;NULL;03/10/2021 21:01;6969;30342;NULL
1072;1;4;3;"Habitué des lieux depuis longtemps et pourtant hier ma belle fille métisse refoulée de votre café. Venue accompagné de sa meilleure amie et de sa maman. Tout ça parce qu'elle est noire. C'est grave, très grave ce qui s'est produit, cela s'appelle tout simplement un délit de faciès. Au moins maintenant les choses sont clair, ce café est tenu par des racistes. Cordialement.

Au lieu de vous excusez ce qui serait à mon humble avis le minimum au vue du respect de votre clientèle, vous préférez m'attaquer et surtout en rajouter en me menaçant et en mentant !...

En effet vous avez scanné le pass sanitaire de la maman, de la jeune fille et ma belle fille était entrain de sortir le sien.

Vous pouvez me donner votre adresse mail je vous les transmettrez avec grand plaisir. Bien cordialement. Stephane H.";04/10/2021 11:10;1106;30363;NULL
1073;4;5;4;NULL;04/10/2021 14:44;755;29791;NULL
1074;5;5;5;NULL;04/10/2021 15:04;579;30215;NULL
1075;5;5;5;Bar très sympa. Il propose un large choix de boissons et dispose d'une terrasse. De quoi partager de bons moments entre amis en journée ou en soirée ! ??;05/10/2021 06:54;2843;9235;NULL
1076;4;4;3;NULL;06/10/2021 20:28;143;16846;NULL
1077;4;5;5;NULL;06/10/2021 22:04;18;80;NULL
1078;5;5;5;Happy hour quasi toute la nuit ! Top pour des soirées entre amis ou before party ??;07/10/2021 12:16;6966;9235;NULL
1079;5;5;3;NULL;07/10/2021 12:54;1555;30546;NULL
1080;5;5;5;NULL;07/10/2021 13:30;1152;29927;NULL
1081;5;5;5;Le gérant est adorable, un bar très agréable pour boire un verre avec des amis;07/10/2021 13:31;1339;29927;NULL
1082;5;5;5;NULL;07/10/2021 13:32;1097;29927;NULL
1083;5;4;5;NULL;07/10/2021 13:33;1215;29927;NULL
1084;5;4;5;NULL;07/10/2021 13:33;1285;29927;NULL
1085;4;3;4;NULL;07/10/2021 13:35;1146;29927;NULL
1086;5;5;5;NULL;07/10/2021 13:38;23;22403;NULL
1087;5;4;5;NULL;07/10/2021 16:20;200;30577;NULL
1088;5;5;5;NULL;07/10/2021 16:26;5024;19680;NULL
1089;5;5;4;NULL;07/10/2021 16:26;461;19680;NULL
1090;5;5;5;NULL;07/10/2021 16:30;936;19680;NULL
1091;4;4;4;NULL;07/10/2021 16:46;260;27720;NULL
1092;2;5;5;NULL;07/10/2021 23:18;4;6911;NULL
1093;5;5;5;NULL;08/10/2021 15:59;384;30562;NULL
1094;5;5;5;NULL;08/10/2021 17:04;120;930;NULL
1095;5;5;4;mojito pas bon du tout;08/10/2021 22:24;200;28350;NULL
1096;4;3;3;NULL;09/10/2021 14:57;4017;5932;NULL
1097;5;5;5;"Pour le menu Flammenküche à volonté, il faut être au minimum 10 personnes (cela compte pour tous les jours de la semaine). Mais vous pouvez en profiter si vous êtes moins de 10 le mardi et le dimanche (les serveurs nous l'ont confirmé ;) )";09/10/2021 18:24;3;30913;NULL
1098;5;5;5;NULL;09/10/2021 19:00;754;21311;NULL
1099;4;4;4;NULL;09/10/2021 20:10;1988;30975;NULL
