id;rating_service;rating_atmosphere;rating_drinks;comment;created_at;place_id;user_id;updated_at
463;3;4;4;;20/07/2020 23:55;901;9550;NULL
464;4;4;4;;21/07/2020 01:06;3048;8061;NULL
465;4;4;4;;21/07/2020 01:08;3930;8061;NULL
466;4;4;4;;21/07/2020 01:13;3050;8061;NULL
467;5;5;4;;22/07/2020 17:26;267;9591;NULL
468;5;5;4;;22/07/2020 21:03;25;8982;NULL
469;5;5;5;Superbe terrasse, les tapas étaient très bons et j’ai testé le Lillet Spritz excellent ! ;24/07/2020 10:38;260;23;NULL
470;5;5;5;;24/07/2020 12:13;120;4723;NULL
471;5;5;4;;24/07/2020 14:30;345;9853;NULL
472;5;4;5;;24/07/2020 14:31;356;9853;NULL
473;2;2;1;Attrape à touriste surtout si Serge prépare les cocktail. Mauvais qualité d alcool donc  pas bon du tout allez voir ailleur;24/07/2020 14:44;1616;9862;NULL
474;5;5;5;;24/07/2020 15:28;1686;9883;NULL
475;5;5;5;Bar très sympa et convivial. Mojitos et Spritz à 6 Euros jusqu'à 21h. Proprios très sympas.;24/07/2020 16:47;1616;9915;NULL
476;5;5;5;;24/07/2020 17:46;1116;9969;NULL
477;5;4;4;;24/07/2020 18:48;1146;10027;NULL
478;1;2;1;Très mauvais coktail car la direction pour les happy hour mette Des premiers prix  en alcool et le noit avec des glaçons donc c est dégueulasse à eviter;24/07/2020 20:26;1616;10080;NULL
479;1;1;1;Super cher aucun intérêt à par le lieu si vous voulez voir le tram passer ;24/07/2020 20:28;1635;9862;NULL
480;1;1;1;Bar bien placé sur la piétonne. Le patron Serge est sympa par contre à force de donner de la merde à ses clients faut pas s etonner que les clients ne reviennent pas. Il y a beaucoup mieux sur Nice ;24/07/2020 20:33;1616;10085;NULL
481;1;1;1;malgré le buffet à volonté qui est sympa .les mojitos sont vraiment dégueulasse. dmg car c est un bel endroit sur la piétonne ;24/07/2020 20:40;1616;10089;NULL
482;3;4;2;peu de choix de bières et aucun accompagnement sauf un minuscule pot d'olives. on aime la déco.;24/07/2020 22:05;326;10112;NULL
483;5;5;4;;25/07/2020 08:16;1198;10055;NULL
484;5;5;5;Sympa le bar, face au port. La pinte à 3e, pression St omer. La moins cher de Nice avec le cadre en plus. Des super cocktails à prix très  raisonnable. Et le service au top. ;25/07/2020 09:56;1631;10189;NULL
485;5;5;5;;25/07/2020 12:48;1691;9975;NULL
486;5;5;5;;26/07/2020 00:11;605;10367;NULL
487;5;5;5;"C'est un bon bar, il y'a une bonne ambiance, de la bonne musique est diffusée.
Le Barman est très sociable, du coup il est très occupé, très pris.
Il y'a un large choix en bières, whisky et Rhum. 
En cocktail, le choix est plus restreint : Mojito, Gym Tonic ou Cuba libre à 6,5 euros.
Des chips ou saucissons sont proposés pour accompagner la boisson, on peut prendre une petite ou grande planche à 8 ou 15 euros.
De nombreuses bouteilles de whisky  et rhums sont en vente.

On peut jouer sur place aux fléchettes.
C'est un bar très fréquenté donc la distinction sociale est impossible à certaines heures.";26/07/2020 10:28;2040;10389;NULL
488;5;5;5;;26/07/2020 14:48;1107;10249;NULL
489;5;5;5;;26/07/2020 20:11;18;2355;NULL
490;5;5;5;Pinte de cherry chouffe un régale poto;27/07/2020 18:44;1330;9170;NULL
491;5;5;3;;30/07/2020 09:47;1188;10707;NULL
492;5;5;3;;30/07/2020 09:50;1289;10708;NULL
493;5;5;5;;30/07/2020 18:53;39;10617;NULL
494;5;5;5;Équipe au top, super conviviale ! Le bar/ resto est super bien placé dans un petit square très cosy ! Les Apérols sont excellents et la cuisine aussi :) ;31/07/2020 10:33;3942;23;NULL
495;5;5;5;;02/08/2020 14:23;206;10887;NULL
496;5;5;5;;04/08/2020 13:18;93;10971;NULL
497;4;4;4;;05/08/2020 16:44;54;7059;NULL
498;5;5;3;;05/08/2020 16:45;23;7059;NULL
499;1;1;1;"Bar fermé un mercredi soir.
Rien ne l'indique sur le site ni sur l'application. ";05/08/2020 20:56;983;11017;NULL
500;5;5;5;;06/08/2020 13:08;611;11075;NULL
501;5;5;5;;07/08/2020 08:36;3947;10521;NULL
502;5;5;4;Cadre sympa , bonne musique , très bons cocktails et prix corrects ;10/08/2020 00:10;1688;6770;NULL
503;4;4;5;cadre et vus sympa , tapas offert pendant l’happy hour , prix correct ;10/08/2020 00:13;3946;6770;NULL
504;5;5;5;excellentes bières, et  super bon plats. ;10/08/2020 15:50;3;9711;NULL
505;5;5;5;Un bar par cher ! et un barman en or;11/08/2020 08:13;778;11355;NULL
506;2;2;2;Attention ! l'happy se tire a pile ou face! du coup c'est happy... ou pas !;11/08/2020 19:41;2162;2886;NULL
507;5;4;5;tres bon acceuil et tapas au top.je vous conseil la sangria blanche;12/08/2020 09:07;2791;11410;NULL
508;5;5;4;;12/08/2020 09:08;2769;11410;NULL
509;2;4;3;« pas d’happy hour sur la place de la comédie »;13/08/2020 19:49;2775;7138;NULL
510;3;4;5;;16/08/2020 18:48;760;11639;NULL
511;4;5;5;;17/08/2020 13:20;2516;11610;NULL
512;5;5;5;le meilleur bar à vin de Lyon croix rousse ;17/08/2020 18:48;1277;9514;NULL
513;5;5;5;;19/08/2020 02:19;357;518;NULL
514;5;5;5;J'ai tout aimé, surtout les milkshakes.;20/08/2020 00:30;189;5761;NULL
515;4;5;4;NULL;20/08/2020 17:55;453;11824;NULL
516;5;5;5;NULL;20/08/2020 18:05;142;4016;NULL
517;4;4;4;L'un des meilleurs bar à bière de Bordeaux ! C'est grâce au Lucifer que j'ai commencé à connaître et déguster ce doux breuvage.;21/08/2020 18:27;1502;11888;NULL
518;1;1;4;NULL;22/08/2020 10:16;41;1243;NULL
519;5;5;5;NULL;22/08/2020 14:13;142;11916;NULL
520;4;4;4;NULL;22/08/2020 20:36;1285;11938;NULL
521;4;5;4;NULL;22/08/2020 20:37;1070;11938;NULL
522;4;5;5;NULL;22/08/2020 20:38;1330;11938;NULL
523;5;5;4;NULL;22/08/2020 20:39;1126;11938;NULL
524;5;5;5;NULL;22/08/2020 20:40;1298;11938;NULL
525;5;5;5;NULL;24/08/2020 14:16;27;3692;NULL
526;5;5;4;bar super sympa proposant des masses (1L) ??;24/08/2020 16:19;69;6351;NULL
527;3;5;3;NULL;24/08/2020 16:21;35;12006;NULL
528;5;5;5;NULL;24/08/2020 17:19;3686;3;NULL
529;5;5;5;Si tu viens pour un bar cocktail, craft beer chic et bon genre c'est loupé. Pour des gens sympa, la bonne ambiance, du vin pas cher par contre oui !;25/08/2020 21:40;3716;12098;NULL
530;5;5;5;NULL;26/08/2020 12:01;18;10544;NULL
531;4;4;3;NULL;26/08/2020 14:19;2850;12128;NULL
532;4;4;4;NULL;27/08/2020 10:49;2854;12168;NULL
533;5;5;5;NULL;27/08/2020 17:24;202;7175;NULL
534;5;5;5;Quelle ambiance ??;27/08/2020 21:15;2803;23;NULL
535;5;5;5;Super service et tarifs au top ??;27/08/2020 21:17;2756;23;NULL
536;5;5;5;Au top sur la réactivité;27/08/2020 21:17;2844;23;NULL
537;5;5;5;Service au top en terrasse ??;27/08/2020 21:23;2854;23;NULL
538;5;5;5;NULL;28/08/2020 11:23;2799;12250;NULL
539;3;3;3;NULL;28/08/2020 11:24;2854;12250;NULL
540;3;5;4;NULL;28/08/2020 11:24;2767;12250;NULL
541;4;2;4;NULL;28/08/2020 11:25;3910;12250;NULL
542;5;5;5;NULL;28/08/2020 11:25;2817;12250;NULL
543;4;4;4;NULL;28/08/2020 11:25;2850;12250;NULL
544;3;3;3;NULL;28/08/2020 11:25;2867;12250;NULL
545;4;2;3;NULL;28/08/2020 17:43;377;12277;NULL
546;5;5;5;NULL;28/08/2020 17:54;1163;11541;NULL
547;5;5;5;NULL;28/08/2020 19:03;990;10735;NULL
548;5;5;5;NULL;29/08/2020 11:19;1654;12313;NULL
549;5;5;5;Tout était parfait lors de notre soirée au Bockale ??. Tout était excellent et le service très sympa.;29/08/2020 12:44;3910;23;NULL
550;4;5;4;NULL;30/08/2020 13:46;2780;12408;NULL
551;5;5;5;NULL;30/08/2020 23:44;2817;12460;NULL
552;5;5;5;Accueil très sympa et bières au top;31/08/2020 10:16;819;23;NULL
553;5;5;5;NULL;31/08/2020 10:17;2889;23;NULL
554;5;5;5;NULL;31/08/2020 12:58;118;12478;NULL
555;5;5;5;NULL;01/09/2020 05:53;199;1288;NULL
556;5;5;5;Meilleures bières artisanales de Montpellier ????;01/09/2020 13:03;2799;12550;NULL
557;5;5;5;NULL;02/09/2020 00:38;53;12605;NULL
558;3;5;3;NULL;02/09/2020 07:04;93;3441;NULL
559;5;5;5;NULL;02/09/2020 07:05;143;3441;NULL
560;4;5;5;NULL;02/09/2020 07:06;3947;3441;NULL
561;5;4;3;le just dance a ne pas louper tres tres bonne ambiance le vendredi soir;02/09/2020 09:28;2867;12618;NULL
562;5;5;5;NULL;02/09/2020 14:54;2829;12647;NULL
563;5;5;5;NULL;02/09/2020 17:17;2829;12657;NULL
564;5;5;5;NULL;02/09/2020 17:18;2803;12657;NULL
565;4;5;4;NULL;03/09/2020 10:08;3481;12693;NULL
566;5;5;5;Belle découverte !;03/09/2020 10:13;345;12625;NULL
567;5;5;5;NULL;03/09/2020 11:22;2756;12703;NULL
568;5;5;5;trop trop bon moment dans ce cadre idyllique. des boissons fortement sympathique.  je recommande la pinte de punchhhhh.;03/09/2020 15:27;2803;12731;NULL
569;5;5;5;NULL;03/09/2020 18:49;86;12754;NULL
570;5;5;5;NULL;03/09/2020 18:52;86;5347;NULL
571;5;5;5;NULL;03/09/2020 19:47;2850;12766;NULL
572;5;5;5;NULL;03/09/2020 23:10;45;6892;NULL
573;5;4;4;NULL;04/09/2020 14:36;200;6990;NULL
574;5;5;4;NULL;04/09/2020 19:14;1760;12811;NULL
575;4;4;5;NULL;04/09/2020 19:45;317;12709;NULL
576;5;5;5;Une bouffée d'air Alsacienne en plein Paris ??;04/09/2020 22:09;3944;1758;NULL
577;5;5;5;NULL;05/09/2020 09:53;2920;12897;NULL
578;5;3;5;NULL;05/09/2020 13:55;3910;12915;NULL
579;4;3;4;NULL;05/09/2020 15:23;3910;12910;NULL
580;5;5;5;NULL;05/09/2020 18:58;2947;12946;NULL
581;5;5;5;NULL;05/09/2020 18:59;2920;12946;NULL
582;5;5;5;NULL;06/09/2020 23:59;663;13031;NULL
583;4;5;5;NULL;07/09/2020 06:10;617;13033;NULL
584;5;5;5;ça régale;07/09/2020 16:17;377;12040;NULL
585;5;5;5;Super bar et le concept est génial;08/09/2020 14:56;998;13128;NULL
586;5;5;5;NULL;08/09/2020 15:29;2817;8899;NULL
587;4;4;4;NULL;08/09/2020 15:58;3706;13122;NULL
588;5;4;4;NULL;08/09/2020 16:08;1914;13150;NULL
589;4;4;5;NULL;08/09/2020 16:17;207;13090;NULL
590;5;5;5;très bon cocktail ( pina colada  et sex  on  the beach  1,3L) les serveurs sont très sympathique et commerciaux. rapport qualité au top ! situé en plein centre, c'est l idéal !;08/09/2020 16:51;4;11173;NULL
591;5;5;5;NULL;08/09/2020 17:37;3916;13164;NULL
592;5;5;5;NULL;08/09/2020 18:29;560;12061;NULL
593;4;4;5;NULL;09/09/2020 19:37;2883;13332;NULL
594;5;5;5;NULL;10/09/2020 09:08;1153;13395;NULL
595;5;4;4;NULL;10/09/2020 15:55;2841;13457;NULL
596;5;5;5;"Bar très sympathique et accueil des patrons très chaleureux.
Pour une bonne soirée festive et agréable, je recommande vivement.";10/09/2020 16:09;2883;13460;NULL
597;5;5;5;"super accueil de Hervé alias ""vais verre"" après l'apéro. des planches et une sélection de vins choisi avec minutie. top du top. je recommande ce petit endroit de paradis";10/09/2020 16:35;2829;12731;NULL
598;5;5;5;NULL;10/09/2020 16:52;77;13472;NULL
599;5;4;5;NULL;10/09/2020 16:53;262;13472;NULL
600;5;5;5;NULL;10/09/2020 19:33;1570;13473;NULL
601;5;5;4;super bon cocktail et tapas tip top !;10/09/2020 20:02;2787;12695;NULL
602;5;5;5;NULL;10/09/2020 21:57;3986;12525;NULL
603;5;5;5;NULL;10/09/2020 22:44;3986;13514;NULL
604;3;5;1;NULL;11/09/2020 04:44;139;11900;NULL
605;5;5;5;NULL;11/09/2020 13:56;3994;13560;NULL
606;5;5;5;NULL;11/09/2020 16:11;304;13581;NULL
607;5;5;5;l endroit est magique et franchement quand vous aurez  fait la connaissance du Nanard ( le boss) vous ne pourrez plus vous en passer parlez lui de vélo devant une bonne pinte de punch merci encore mon Nanar pour cette soirée;11/09/2020 17:06;2803;12647;NULL
608;4;4;5;NULL;11/09/2020 18:12;1012;12709;NULL
609;3;4;4;NULL;11/09/2020 20:52;3876;13654;NULL
610;5;5;5;NULL;11/09/2020 20:52;3894;13654;NULL
611;3;4;4;NULL;11/09/2020 20:53;2479;13654;NULL
612;4;4;4;NULL;11/09/2020 20:53;2489;13654;NULL
613;4;4;4;NULL;11/09/2020 20:53;2468;13654;NULL
614;4;5;4;NULL;11/09/2020 21:27;148;13582;NULL
615;5;5;5;NULL;12/09/2020 01:34;2656;13678;NULL
616;5;5;5;NULL;12/09/2020 08:36;560;13711;NULL
617;5;5;5;NULL;12/09/2020 11:38;35;13582;NULL
618;5;5;5;NULL;12/09/2020 11:38;45;13582;NULL
619;4;5;4;NULL;12/09/2020 11:55;2662;13753;NULL
620;5;5;5;NULL;12/09/2020 11:56;2693;13753;NULL
621;4;4;4;NULL;12/09/2020 15:09;2662;13796;NULL
622;4;5;5;NULL;12/09/2020 19:42;2103;13854;NULL
623;5;5;5;NULL;13/09/2020 08:44;2780;13888;NULL
624;5;5;5;NULL;13/09/2020 12:59;2883;13909;NULL
625;5;5;5;Un incontournable des soirées strasbourgeoise, super cadre avec terrain de pétanque molkky juste à côté, une équipe au top, souriante et à l'écoute, et de la Vedett quoi. Au top.;13/09/2020 17:16;380;13938;NULL
626;4;4;5;NULL;14/09/2020 11:50;2127;14006;NULL
627;1;3;3;NULL;14/09/2020 11:52;2092;14007;NULL
628;5;5;5;NULL;14/09/2020 16:09;3996;14122;NULL
629;5;5;4;NULL;14/09/2020 16:21;69;13107;NULL
630;5;5;5;"Bar super agréable et atypique, super carte de cocktails et la nourriture y est très bonne ! 
par contre l’intérieur est assez petit...";14/09/2020 17:06;2129;14139;NULL
631;5;5;4;NULL;14/09/2020 17:25;2109;14146;NULL
632;5;5;4;NULL;14/09/2020 17:31;2052;14003;NULL
633;5;4;4;NULL;14/09/2020 19:09;2649;14168;NULL
634;5;5;5;NULL;15/09/2020 06:44;2040;14211;NULL
635;5;5;5;NULL;15/09/2020 07:32;3910;12237;NULL
636;5;5;5;NULL;15/09/2020 07:33;2817;12237;NULL
637;4;4;4;NULL;15/09/2020 16:19;207;14315;NULL
638;5;5;5;NULL;15/09/2020 17:34;2498;14334;NULL
639;1;1;1;NULL;16/09/2020 00:32;4;12877;NULL
640;5;5;5;NULL;16/09/2020 06:55;2127;14388;NULL
641;5;5;5;NULL;16/09/2020 06:55;2134;14388;NULL
642;1;3;1;"Période covid: J’ai toujours aimé fréquenter ce lieu. il y a deux jours j’y vais avec deux amis, ces derniers restent en terrasse et je vais commander pour eux. (afin de limiter les gens à l’intérieur) 
La responsable m’a refusé de me vendre un verre car elle était vexée que mes deux collègues ne soient pas venues commander leur verres. Elle ne veut pas parler avec des « Fantômes », je dois respecter son métier. Nous sommes partis.";16/09/2020 06:58;2053;14388;NULL
643;4;5;5;NULL;16/09/2020 10:25;304;14422;NULL
644;5;5;5;NULL;16/09/2020 11:43;3985;14432;NULL
645;5;5;5;NULL;16/09/2020 11:45;2025;14431;NULL
646;5;5;5;NULL;16/09/2020 11:55;2854;14433;NULL
647;5;5;4;NULL;16/09/2020 12:53;2008;14441;NULL
648;4;5;4;"Bar au top ! Super commerçant (toujours quelque chose d’offert : shooters, tournée, même bouteille de vin), ambiance super cool. 
Tout le temps blindé par contre mais on sait pourquoi ??";16/09/2020 13:05;2592;14448;NULL
649;5;5;5;NULL;16/09/2020 13:38;3701;3;NULL
650;5;5;5;NULL;16/09/2020 13:38;70;3;NULL
651;5;5;5;NULL;16/09/2020 15:07;3909;14463;NULL
652;5;5;5;Un bar parfait pour une ambiance convivial, de bonnes bières (large choix) et une nourriture qualitative et quantitative qui saura accompagner vos apero les plus imprévus.;16/09/2020 15:08;2538;14465;NULL
653;4;4;5;super bons cocktails et mètres de shot pas très chers et variés. le service est au bar, globalement sympa mais souvent du monde;17/09/2020 16:15;1105;13746;NULL
654;5;5;4;NULL;18/09/2020 16:23;132;12085;NULL
655;5;5;5;NULL;18/09/2020 18:51;3961;14691;NULL
656;5;5;5;NULL;18/09/2020 18:53;3961;14692;NULL
657;5;5;5;NULL;18/09/2020 18:53;2850;14692;NULL
658;5;5;5;NULL;18/09/2020 18:55;2850;14691;NULL
659;5;5;5;Un bar pour s'amuser entre amis ou même pour un premier date ??;18/09/2020 19:32;3900;8358;NULL
660;4;5;4;NULL;18/09/2020 19:55;2693;14511;NULL
661;5;5;5;NULL;19/09/2020 13:25;2817;14744;NULL
662;5;4;5;NULL;19/09/2020 16:35;1588;14758;NULL
663;5;5;5;NULL;20/09/2020 07:26;1934;14245;NULL
664;5;5;5;NULL;21/09/2020 09:23;1979;14436;NULL
665;4;4;5;NULL;21/09/2020 15:24;2767;14913;NULL
666;5;3;4;Un très bon bar, des choix pas énormes, mais quand même qualitatifs, et un très bon accueil, particulièrement une serveuse très sympathique qui écoute du powerwolf !;22/09/2020 16:18;142;3268;NULL
667;5;4;4;Un des meilleurs bar, pour démarrer, finir ou continuer la soirée ! Un large choix de jeux, un service des plus agréable, des bières comme des cocktails appréciables ! Tout est bon pour y aller et le recommander!;22/09/2020 16:19;142;4329;NULL
668;5;4;4;Très bon bar avec une thématique qui sort du lot;22/09/2020 16:19;142;3008;NULL
669;4;4;5;NULL;22/09/2020 17:06;1335;1523;NULL
670;4;3;3;Une bonne découverte, avec un personnel compétent pour avoir été seul toute une soirée !;22/09/2020 17:31;379;4329;NULL
671;4;3;3;Bon bar pour un début de soirée, de la place en terrasse et un très bon accueil;22/09/2020 17:34;379;3008;NULL
672;5;5;5;NULL;22/09/2020 21:38;4;7688;NULL
673;4;2;3;"lieu sympathique, une terrasse assez jolie, mais un peu trop bruyant, du au fait le écart entre toutes les tables, et le nombre de places.
un bar qui a l'air orienté vin, donc pas tout à fait ce que je recherchais, étant plutôt venu pour prendre une bière les choix étaient trop légers à mon goût.
l'offre schlouk club est plutôt banale, et n'est pas valable pour les bières";23/09/2020 11:02;379;3268;NULL
674;5;5;5;Super Rhum, beaux décors et accueil agréable;23/09/2020 11:20;2803;15032;NULL
675;5;4;5;"Grande variété de Vins aromatisés, 3 bonnes chartreuses pour les amateurs et ils proposent aussi de la vodka aromatisé. Donc un bon plan pour boire autre chose que de la bière.
À tester ! 
Dommage que la salle soit un peu petite, vu la popularité il manque parfois des places assises.";23/09/2020 11:24;2850;15032;NULL
676;5;5;5;Un rapport qualité/prix incroyable pour Stras, le décor est très beau aussi;23/09/2020 20:38;1036;4840;NULL
677;4;1;3;"rien à dire au niveau de l'accueil, mais pas d'ambiance particulière, une salle qui a l'air petite, et un choix léger de bières.
la description du bar n'est pas à jour sur schlouk Map, l'offre du schlouk club n'est pas géniale";25/09/2020 07:37;382;3268;NULL
678;4;3;5;"très bon bar, l'offre des cocktails à 1.3l est particulièrement appréciable lorsqu'on vient en groupe, une rentabilité incroyable.
la salle est très grande, il y a beaucoup de place, pas vraiment d'éléments particuliers pour définir d'ambiance, mais j'ai quand même trouvé l'intérieur sympathique";25/09/2020 07:42;4;3268;NULL
679;5;3;5;un choix décisif pour manger et boire en soirée, l'offre du shlouk club permettant d'avoir un croque offert pour 2 pinthes achetées est particulièrement bien ! de plus, toujours bien reçu, serveuse très gentille!;25/09/2020 07:47;22;3268;NULL
680;5;5;5;NULL;25/09/2020 08:00;346;15166;NULL
681;5;5;4;NULL;25/09/2020 10:12;2824;15252;NULL
682;5;5;5;NULL;25/09/2020 10:12;2799;15252;NULL
683;5;4;3;bar à thème très sympa, barmen top, offre cactus intéressante.. à essayer;25/09/2020 16:44;2549;15286;NULL
684;4;3;3;bar un peu petit si il y’a du monde (jeudi,samedi soir) ambiance edm;25/09/2020 16:46;2508;15286;NULL
685;4;4;4;bar très sympa et tranquille assez latino, idem tantina;25/09/2020 16:46;2512;15286;NULL
686;4;4;3;"Bar à jeu super ;)";25/09/2020 16:47;2562;15286;NULL
687;4;4;4;Bar spécialisé dans les shooters, salle en sous sol typique toulousain;25/09/2020 16:48;2568;15286;NULL
688;4;5;5;NULL;25/09/2020 17:07;3972;15289;NULL
689;5;5;5;NULL;26/09/2020 00:16;41;5376;NULL
690;5;5;4;NULL;27/09/2020 09:27;983;15405;NULL
691;4;4;5;NULL;27/09/2020 10:51;207;11841;NULL
692;1;1;1;serveur désagréables;27/09/2020 17:52;154;7828;NULL
693;1;1;1;comme beaucoup, je trouve que les serveurs sont désagréables et plombent l’ambiance de ce bar vraiment dommage qu’ils détruisent un bar comme ça;27/09/2020 17:55;154;15440;NULL
694;5;5;5;super bar a cocktails !!!!;27/09/2020 18:20;3934;11472;NULL
695;5;5;5;NULL;28/09/2020 13:57;2026;15471;NULL
696;5;5;5;NULL;28/09/2020 15:58;38;13107;NULL
697;5;4;5;Une très bonne adresse avec de bonnes bières pas chers et surtout un assortiment de tapas de fous furieux ????;29/09/2020 09:43;927;15529;NULL
698;4;5;3;NULL;29/09/2020 13:53;161;12051;NULL
699;5;5;5;NULL;29/09/2020 13:54;908;12051;NULL
700;5;5;4;NULL;30/09/2020 12:28;148;5554;NULL
701;5;5;5;NULL;30/09/2020 13:41;39;15607;NULL
702;2;2;3;sur 5 fois , 4 fois j’ai eu un service déplorable, erreurs , lent , on m’a pris pour un menteur quand j’ai dit que j’avais déjà payé. des fois très sale...;30/09/2020 16:36;4;2208;NULL
703;5;5;5;Meilleur bar de Rennes !!;30/09/2020 17:50;2026;15635;NULL
704;3;4;4;NULL;01/10/2020 14:37;53;10791;NULL
705;4;5;5;Ancien entrepôt sncf transformé en lieu culturel et familial la journée et festif le soir. plutôt bobo;01/10/2020 16:53;557;15710;NULL
706;5;5;5;NULL;02/10/2020 11:20;822;15760;NULL
707;5;3;3;NULL;02/10/2020 17:29;2756;15792;NULL
708;5;5;5;NULL;02/10/2020 17:29;3928;15792;NULL
709;5;5;5;Bar et brasserie à la fois, lieu d'expo à l'étage, un super cadre avec de la bonne bière brassée sur place pour pas très chère, petite carte, quelques vins et une bière du moment qui tourne régulièrement.;02/10/2020 23:57;3965;12562;NULL
710;5;5;5;NULL;03/10/2020 09:21;4001;14297;NULL
711;5;5;4;NULL;04/10/2020 22:57;142;9264;NULL
712;5;5;4;Une super belle décoration, à découvir !;05/10/2020 15:29;138;15946;NULL
713;5;5;4;NULL;05/10/2020 15:30;138;15947;NULL
714;5;5;5;NULL;06/10/2020 12:45;377;5616;NULL
715;5;5;5;NULL;06/10/2020 14:04;2817;16002;NULL
716;5;5;5;NULL;06/10/2020 14:04;3910;16002;NULL
717;5;5;5;NULL;06/10/2020 14:04;2799;16002;NULL
718;5;5;5;Cadre très sympa, carte diversifié et originale. Je recommande pour une petite soirée entre potes !;09/10/2020 12:25;3931;2953;NULL
719;4;5;5;un bar très sympa avec beaucoup d’ambiance et très bon rapport qualité prix bonjour a jerome de ma part ??;10/10/2020 16:11;2924;16221;NULL
720;5;5;4;un excellent bar avec une déco atypique, des bonnes bières, de la bonne musique, bruyant juste ce qu'il faut,  chaleureux et convivial.. pas une seule hésitation à avoir.. foncez y!!??;13/10/2020 00:55;2952;16295;NULL
721;2;3;4;Bon bar à bière, une attente un peu longue mais chouette Alcool;13/10/2020 07:37;2653;6951;NULL
722;5;5;5;NULL;14/10/2020 17:01;18;16328;NULL
723;5;5;5;NULL;15/10/2020 13:58;1012;16376;NULL
724;4;5;4;NULL;16/10/2020 16:51;231;15947;NULL
725;3;5;4;Super bel endroit, bien décoré et très bon mojito.;16/10/2020 16:54;231;15946;NULL
726;5;5;4;accueil super et déco vintage incroyable !;16/10/2020 16:56;380;15946;NULL
727;4;4;4;Les Guiness sont pas mauvaises et leur prix est assez bas en happy hour. Ils ont un jeu de fléchette et un billard mais c'est pas impossible d'y jouer pendant à cause de la covide. Le seul point faible est l'attente qui se fait longue depuis qu'on ne peut plus commander au bar...;17/10/2020 16:18;4;4414;NULL
728;5;5;5;NULL;17/10/2020 16:21;97;4414;NULL
729;5;5;5;NULL;17/10/2020 17:02;53;11562;NULL
730;4;4;4;NULL;20/10/2020 11:28;2650;16497;NULL
731;1;3;1;NULL;20/10/2020 11:28;2673;16497;NULL
732;5;5;4;NULL;23/10/2020 14:57;267;4700;NULL
733;5;5;5;NULL;24/10/2020 09:16;2816;16616;NULL
734;5;5;5;NULL;24/10/2020 16:53;3;9286;NULL
735;5;4;4;NULL;25/10/2020 14:39;163;12051;NULL
736;5;5;5;NULL;27/10/2020 18:51;901;16689;NULL
737;4;5;4;NULL;28/10/2020 16:14;143;15981;NULL
738;5;5;4;NULL;28/10/2020 20:37;313;16707;NULL
739;4;4;4;NULL;03/11/2020 04:38;2941;16741;NULL
740;5;5;5;NULL;05/11/2020 23:39;1560;16752;NULL
741;5;5;5;"Bar chill pour une soirée entre amis. Ambiance au rendez-vous, serveurs super cool !! 
Un joli descendant pour Mémé dans les Orties ;)";13/11/2020 17:42;260;6351;NULL
742;5;5;5;NULL;18/12/2020 18:47;560;3;NULL
744;5;4;4;NULL;23/02/2021 15:53;276;19188;NULL
745;5;5;5;NULL;02/03/2021 20:59;2803;19248;NULL
746;4;5;4;Un lieu TRÈS agréable et convivial avec des tarifs corrects??;06/03/2021 11:14;4348;12709;NULL
747;5;5;5;NULL;03/04/2021 19:40;611;19347;NULL
748;5;5;5;les meilleurs... le choix de la bière.. les serveurs au top..;14/05/2021 19:12;4;19305;NULL
750;5;5;4;NULL;15/05/2021 17:25;3990;19427;NULL
751;5;5;5;NULL;18/05/2021 22:55;1736;20234;NULL
752;5;5;5;toujours un bar que j'adore, tout est super !;19/05/2021 08:24;1036;19879;NULL
753;5;4;5;NULL;19/05/2021 12:39;18;4414;NULL
754;1;1;1;y a rien qui va;19/05/2021 16:08;687;10801;NULL
755;4;5;5;NULL;19/05/2021 19:42;663;19768;NULL
756;4;5;4;Fun fact : ma partenaire et moi fetions nos anniversaires le même soir, dans ce bar et on ne s'est rendu compte qu'on avait fait ça, là, hier 9 mois plus tard à la réouverture ! Finalement ce bar, c'est un bon décor de belles histoires;20/05/2021 18:46;2845;7134;NULL
757;5;5;5;NULL;21/05/2021 16:39;148;20778;NULL
758;5;5;5;NULL;21/05/2021 17:43;4017;8266;NULL
759;5;5;5;que du local, équipe jeune et fun, j ai adoré même sous la pluie !;22/05/2021 06:27;1268;20275;NULL
760;5;5;5;NULL;24/05/2021 11:13;133;19624;NULL
761;5;5;5;NULL;27/05/2021 14:05;387;19277;NULL
762;5;5;5;NULL;27/05/2021 14:09;4017;21305;NULL
763;5;5;5;NULL;28/05/2021 10:08;202;10391;NULL
764;5;5;5;Je souhaite tous mes vœux de réussite à Charlotte et Pauline, qui sont sûrement impatientes d'ouvrir leurs portes pour de bon! On à tous besoin de retrouver du lien social, bienvenue dans le quartier !;29/05/2021 00:19;6487;19753;NULL
765;4;5;5;NULL;31/05/2021 12:52;3842;21907;NULL
766;4;4;4;NULL;31/05/2021 12:53;3835;21907;NULL
767;5;5;5;NULL;31/05/2021 12:55;263;21907;NULL
768;5;5;4;NULL;31/05/2021 18:11;2933;11508;NULL
769;5;5;5;NULL;03/06/2021 14:02;1152;14669;NULL
770;3;2;2;Pas ouf. Pinte de blonde à 6,50 à 19h d'un samedi.;04/06/2021 17:49;231;4891;NULL
771;4;5;4;NULL;05/06/2021 15:23;86;21907;NULL
